paper.code,source.code,list.name,in.text.citation,authors,title,publication,year,volume,issue,start.page.no,end.page.no,doi,authors.full.name,ISSN,eISSN,ISBN,book.doi,wos.uid
217,1222,original source,"Lahr D J G, Nguyen T B, Barbero E, et al. Evolution of the actin gene family in testate lobose amoebae (Arcellinida) is characterized by two distinct clades of paralogs and recent independent expansions[J]. Molecular biology and evolution, 2011, 28(1): 223-236.","Lahr, DJG; Nguyen, TB; Barbero, E; Katz, LA",Evolution of the Actin Gene Family in Testate Lobose Amoebae (Arcellinida) is Characterized by Two Distinct Clades of Paralogs and Recent Independent Expansions,MOLECULAR BIOLOGY AND EVOLUTION,2011,28,1,223,236,10.1093/molbev/msq200,"Lahr, Daniel J. G.; Nguyen, Truc B.; Barbero, Erika; Katz, Laura A.",0737-4038,1537-1719,NA,NA,WOS:000285418600027
217,1223,original source,"Masoumian M, Pazooki J, Yahyazadeh M, et al. Protozoan from freshwater fishes from north west of Iran[J]. 2005.",NA,NA,NA,NA,NA,NA,NA,NA,10.22092/ijfs.2018.114818,NA,NA,NA,NA,NA,NA
217,1224,original source,"Gilbert D, Amblard C, Bourdier G, et al. The microbial loop at the surface of a peatland: structure, function, and impact of nutrient input[J]. Microbial ecology, 1998, 35(1): 83-93.","Gilbert, D; Amblard, C; Bourdier, G; Francez, AJ","The microbial loop at the surface of a peatland: Structure, function, and impact of nutrient input",MICROBIAL ECOLOGY,1998,35,1,83,93,10.1007/s002489900062,"Gilbert, D; Amblard, C; Bourdier, G; Francez, AJ",0095-3628,NA,NA,NA,WOS:000071116600007
217,1225,original source,"Qin Y, Zhang L, Swindles G T, et al. A~ 40-year paleoenvironmental record from the Swan Oxbow, Yangtze River, China, inferred from testate amoebae and sedimentary pigments[J]. Journal of Paleolimnology, 2021, 66(1): 29-40.","Qin, YM; Zhang, LH; Swindles, GT; Yang, H; Gu, YS; Qi, SH","A ∼40-year paleoenvironmental record from the Swan Oxbow, Yangtze River, China, inferred from testate amoebae and sedimentary pigments",JOURNAL OF PALEOLIMNOLOGY,2021,66,1,29,40,10.1007/s10933-021-00183-z,"Qin, Yangmin; Zhang, Lihua; Swindles, Graeme T.; Yang, Huan; Gu, Yansheng; Qi, Shihua",0921-2728,1573-0417,NA,NA,WOS:000625901300001
217,1226,original source,"Han B P, Wang T, Lin Q Q, et al. Carnivory and active hunting by the planktonic testate amoeba Difflugia tuberspinifera[J]. Hydrobiologia, 2008, 596(1): 197-201.","Han, BP; Wang, T; Lin, QQ; Dumont, HJ",Carnivory and active hunting by the planktonic testate amoeba Difflugia tuberspinifera,HYDROBIOLOGIA,2008,596,NA,197,201,10.1007/s10750-007-9096-z,"Han, Bo-Ping; Wang, Tian; Lin, Qiu-Qi; Dumont, Henri J.",0018-8158,NA,NA,NA,WOS:000251729800017
217,1227,original source,"Adamczuk M. The development and reproductive output of three species of Cladocera (Crustacea, Branchiopoda) with different size spectra as the result of vertebrate and invertebrate predation impact[J]. Invertebrate Reproduction & Development, 2012, 56(4): 293-298.","Adamczuk, M","The development and reproductive output of three species of Cladocera (Crustacea, Branchiopoda) with different size spectra as the result of vertebrate and invertebrate predation impact",INVERTEBRATE REPRODUCTION & DEVELOPMENT,2012,56,4,293,298,10.1080/07924259.2011.614281,"Adamczuk, Malgorzata",0792-4259,2157-0272,NA,NA,WOS:000312120200004
217,1228,original source,"Geller W, Müller H. The filtration apparatus of Cladocera: filter mesh-sizes and their implications on food selectivity[J]. Oecologia, 1981, 49(3): 316-321.","GELLER, W; MULLER, H",THE FILTRATION APPARATUS OF CLADOCERA - FILTER MESH-SIZES AND THEIR IMPLICATIONS ON FOOD SELECTIVITY,OECOLOGIA,1981,49,3,316,321,10.1007/BF00347591,"GELLER, W; MULLER, H",0029-8549,1432-1939,NA,NA,WOS:A1981LZ15700005
217,1229,original source,"邓琛, 杨柳, 韩博平. 一座热带浅水水库敞水区浮游甲壳动物群落结构[J]. 生态科学, 2010, 29(1): 39-44.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1230,original source,"Xie P, Yang Y. Long-term changes of Copepoda community (1957–1996) in a subtropical Chinese lake stocked densely with planktivorous filter-feeding silver and bighead carp[J]. Journal of Plankton Research, 2000, 22(9): 1757-1778.","Xie, P; Yang, Y",Long-term changes of Copepoda community (1957-1996) in a subtropical Chinese lake stocked densely with planktivorous filter-feeding silver and bighead carp,JOURNAL OF PLANKTON RESEARCH,2000,22,9,1757,1778,10.1093/plankt/22.9.1757,"Xie, P; Yang, Y",0142-7873,NA,NA,NA,WOS:000089173500009
217,1231,original source,"Takahashi H, Chang K H, Hanazato T. Acute toxicity of the insecticide diazinon and carbaryl to calanoid and cyclopoid copepoda (Eodiaptomus, Mesocyclops and Thermocyclops) in different life stages[J]. Japanese Journal of Environmental Toxicology, 2006, 9(2): 133-139.",NA,NA,NA,NA,NA,NA,NA,NA,10.11403/jset.9.133,NA,NA,NA,NA,NA,NA
217,1232,original source,"DEFAYE D. Description of Planktonic Copepods from Lake Kahoku-gata, Japan[J]. 陸水学雑誌, 1994, 55(2): 143-158.",NA,NA,NA,NA,NA,NA,NA,NA,10.3739/rikusui.55.143,NA,NA,NA,NA,NA,NA
217,1233,original source,"Kreutz M, Stoeck T, Foissner W. Morphological and Molecular Characterization of Paramecium (V iridoparamecium nov. subgen.) chlorelligerum Kahl (C iliophora)[J]. Journal of Eukaryotic Microbiology, 2012, 59(6): 548-563.","Kreutz, M; Stoeck, T; Foissner, W",Morphological and Molecular Characterization of Paramecium (Viridoparamecium nov subgen.) chlorelligerum Kahl (Ciliophora),JOURNAL OF EUKARYOTIC MICROBIOLOGY,2012,59,6,548,563,10.1111/j.1550-7408.2012.00638.x,"Kreutz, Martin; Stoeck, Thorsten; Foissner, Wilhelm",1066-5234,1550-7408,NA,NA,WOS:000310806800006
217,1234,original source,"ZHEN-KANG X U. TWO NEW SPECIES OF THE FAMILY VAGINICOLIDAE FROM TIANJIN[J]. Acta Zootaxonomica Sinica, 1987, 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1235,original source,"FINLEY H E, BACON A L. The morphology and biology of Pyxicola nolandi n. sp.(Ciliata, Peritrichida, Vaginicolidae)[J]. The Journal of protozoology, 1965, 12(1): 123-131.","FINLEY, HE; BACON, AL",MORPHOLOGY AND BIOLOGY OF PYXICOLA NOLANDI N SP ( CILIATA PERITRICHIDA VAGINICOLIDAE ),JOURNAL OF PROTOZOOLOGY,1965,12,1,123,+,10.1111/j.1550-7408.1965.tb01824.x,"FINLEY, HE; BACON, AL",0022-3921,NA,NA,NA,WOS:A19656183300021
217,1236,original source,"Trueba F J. A taxonomic revision of the peritrich ciliate genus Pyxicola[J]. Beaufortia, 1978, 27(341): 219-243.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1237,original source,"De Manuel J. Contribution to the knowledge of rotifer fauna (Rotifera: Monogononta) from Minorcan inland waters (Balearic Isles: Spain)[J]. limnetica, 1990, 6: 119-130.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1238,original source,"Farhadian O, Daghighi L, Ebrahimi E. Growth and Production of Freshwater Rotifer Euchlanis dilatata (Monogononta: Euchlanidae) Fed on Different Diets[J]. Journal of Animal Research (Iranian Journal of Biology), 2015, 28(2): 198-209.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1239,original source,"Farhadian O, Daghighi L, Dorche E E. Effects of microalgae and alfalfa meal on population growth and production of a freshwater rotifer, Euchlanis dilatata (Rotifera: Mongononta)[J]. Journal of the World Aquaculture Society, 2013, 44(1): 86-95.","Farhadian, O; Daghighi, L; Dorche, EE","Effects of Microalgae and Alfalfa Meal on Population Growth and Production of a Freshwater Rotifer, Euchlanis dilatata (Rotifera: Mongononta)",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2013,44,1,86,95,10.1111/jwas.12012,"Farhadian, Omidvar; Daghighi, Leila; Dorche, Eisa Ebrahimi",0893-8849,1749-7345,NA,NA,WOS:000314973600007
217,1240,original source,"Yilmaz E, Bozkurt A, Gökçek K. Prey selection by African catfish Clarias gariepinus (Burchell, 1822) larvae fed different feeding regimes[J]. Turkish Journal of Zoology, 2006, 30(1): 59-66.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1241,original source,"Nogrady T. Some new and rare warmwater rotifers[J]. Hydrobiologia, 1983, 106(2): 107-114.","NOGRADY, T",SOME NEW AND RARE WARMWATER ROTIFERS,HYDROBIOLOGIA,1983,106,2,107,114,10.1007/BF00006742,"NOGRADY, T",0018-8158,1573-5117,NA,NA,WOS:A1983RJ99200002
217,1242,original source,"Maibam B, Singh O S, Kar D. A preliminary study on fish food organisms in Thongjaorok river at Bishnupur district, Manipur, north east India[J].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1243,original source,"Kim W, Moon S Y, Song M O. The systematic study on the freshwater Rotifera of Korea[J]. The Korean Journal of Zoology, 1991, 34(4): 548-556.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,1244,original source,Rabette et al. (1998),"Rabette, C; Thouvenot, A; Lair, N",Laboratory experiments on trophic relationships and remote detection between two ciliates and Cyclops vicinus vicinus,HYDROBIOLOGIA,1998,374,NA,157,167,10.1023/A:1017001725062,"Rabette, C; Thouvenot, A; Lair, N",0018-8158,1573-5117,NA,NA,WOS:000076609900014
253,1245,original source,Wickham (1995),"WICKHAM, SA",CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES,JOURNAL OF PLANKTON RESEARCH,1995,17,8,1633,1646,10.1093/plankt/17.8.1633,"WICKHAM, SA",0142-7873,NA,NA,NA,WOS:A1995RX12600004
268,1246,original source,Dauta 1982,NA,NA,NA,NA,NA,NA,NA,NA,10.1051/limn/1982005,NA,NA,NA,NA,NA,NA
268,1247,original source,Lehmann & Sandgren 1995; Reynolds 1984,"LEHMAN, JT; SANDGREN, CD",SPECIES-SPECIFIC RATES OF GROWTH AND GRAZING LOSS AMONG FRESH-WATER ALGAE,LIMNOLOGY AND OCEANOGRAPHY,1985,30,1,34,46,10.4319/lo.1985.30.1.0034,"LEHMAN, JT; SANDGREN, CD",0024-3590,1939-5590,NA,NA,WOS:A1985ACJ5400003
268,1248,original source,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1249,original source,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1250,original source,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,1271,original source,Lasenby and Langford (1972),"LASENBY, DC; LANGFORD, RR","GROWTH, LIFE-HISTORY, AND RESPIRATION OF MYSIS-RELICTA IN AN ARCTIC AND TEMPERATE LAKE",JOURNAL OF THE FISHERIES RESEARCH BOARD OF CANADA,1972,29,12,1701,&,10.1139/f72-270,"LASENBY, DC; LANGFORD, RR",NA,NA,NA,NA,WOS:A1972O205000006
308,1272,original source,Ranta and Hakala (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,1275,original source,Toda et al. (1987),"TODA, H; ARIMA, T; TAKAHASHI, M; ICHIMURA, S","PHYSIOLOGICAL EVALUATION OF TEMPERATURE EFFECT ON THE GROWTH-PROCESSES OF THE MYSID, NEOMYSIS-INTERMEDIA CZERNIAWSKY",JOURNAL OF PLANKTON RESEARCH,1987,9,1,51,63,10.1093/plankt/9.1.51,"TODA, H; ARIMA, T; TAKAHASHI, M; ICHIMURA, S",0142-7873,NA,NA,NA,WOS:A1987F666900005
203,1276,original source,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,1277,original source,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1278,original source,Miller (1968),"MILLER, S",PREDATORY BEHAVIOR OF DILEPTUS ANSER,JOURNAL OF PROTOZOOLOGY,1968,15,2,313,+,10.1111/j.1550-7408.1968.tb02128.x,"MILLER, S",0022-3921,NA,NA,NA,WOS:A1968B404100015
1279,1279,secondary data,NA,"Kovalenko, KE; Reavie, ED",Taxonomic bias in freshwater phytoplankton communities and its effect on environmental assessment metrics,PHYCOLOGIA,2022,61,4,436,443,10.1080/00318884.2022.2073077,"Kovalenko, Katya E.; Reavie, Euan D.",0031-8884,2330-2968,NA,NA,WOS:000807596100001
1279,1284,original source,EPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,1280,secondary data,NA,"Wijewardene, L; Wu, NA; Hormann, G; Messyasz, B; Riis, T; Hölzel, C; Ulrich, U; Fohrer, N",Effects of the herbicides metazachlor and flufenacet on phytoplankton communities - A microcosm assay,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,2021,228,NA,NA,NA,10.1016/j.ecoenv.2021.113036,"Wijewardene, Lishani; Wu, Naicheng; Hormann, Georg; Messyasz, Beata; Riis, Tenna; Hoelzel, Christina; Ulrich, Uta; Fohrer, Nicola",NA,1090-2414,0147-6513,NA,WOS:000740121400005
1280,1285,original source,NA,"Abonyi, A; Horváth, Z; Ptacnik, R",Functional richness outperforms taxonomic richness in predicting ecosystem functioning in natural phytoplankton communities,FRESHWATER BIOLOGY,2018,63,2,178,186,10.1111/fwb.13051,"Abonyi, Andras; Horvath, Zsofia; Ptacnik, Robert",0046-5070,1365-2427,NA,NA,WOS:000419638400002
1280,1286,original source,NA,"Kruk, C; Devercelli, M; Huszar, VLM; Hernández, E; Beamud, G; Diaz, M; Silva, LHS; Segura, AM",Classification of Reynolds phytoplankton functional groups using individual traits and machine learning techniques,FRESHWATER BIOLOGY,2017,62,10,1681,1692,10.1111/fwb.12968,"Kruk, Carla; Devercelli, Melina; Huszar, Vera L. M.; Hernandez, Esnedy; Beamud, Guadalupe; Diaz, Monica; Silva, Lucia H. S.; Segura, Angel M.",0046-5070,1365-2427,NA,NA,WOS:000410094000002
1280,1287,original source,NA,"Qu, YM; Wu, NC; Guse, B; Fohrer, N","Riverine phytoplankton shifting along a lentic-lotic continuum under hydrological, physiochemical conditions and species dispersal",SCIENCE OF THE TOTAL ENVIRONMENT,2018,619,NA,1628,1636,10.1016/j.scitotenv.2017.10.139,"Qu, Yueming; Wu, Naicheng; Guse, Bjoern; Fohrer, Nicola",0048-9697,1879-1026,NA,NA,WOS:000424144200161
1280,1288,original source,NA,"Rimet, F; Bouchez, A","Life-forms, cell-sizes and ecological guilds of diatoms in European rivers",KNOWLEDGE AND MANAGEMENT OF AQUATIC ECOSYSTEMS,2012,NA,406,NA,NA,10.1051/kmae/2012018,"Rimet, F.; Bouchez, A.",1961-9502,NA,NA,NA,WOS:000312092600001
1281,1281,secondary data,NA,"Redmond, LE; Loewen, CJG; Vinebrooke, RD",A Functional Approach to Zooplankton Communities in Mountain Lakes Stocked With Non-Native Sportfish Under a Changing Climate,WATER RESOURCES RESEARCH,2018,54,3,2362,2375,10.1002/2017WR021956,"Redmond, Laura E.; Loewen, Charlie J. G.; Vinebrooke, Rolf D.",NA,1944-7973,0043-1397,NA,WOS:000430364900051
1281,1289,original source,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,1290,original source,28,NA,NA,NA,NA,NA,NA,NA,NA,10.7939/R35M62M8N,NA,NA,NA,NA,NA,NA
1281,1291,original source,30,"Hébert, MP; Beisner, BE; Maranger, R",A meta-analysis of zooplankton functional traits influencing ecosystem function,ECOLOGY,2016,97,4,1069,1080,10.1890/15-1084.1,"Hebert, Marie-Pier; Beisner, Beatrix E.; Maranger, Roxane",0012-9658,1939-9170,NA,NA,WOS:000373923100025
1281,1292,original source,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,1293,original source,31,NA,"Fusion of the genera Boeckella and Pseudoboeckella
(Copepoda) and revision of their species from
South America and sub-Antarctic islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,1294,original source,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,1295,original source,33,"Loewen, CJG; Vinebrooke, RD",Regional diversity reverses the negative impacts of an alien predator on local species-poor communities,ECOLOGY,2016,97,10,2740,2749,10.1002/ecy.1485,"Loewen, Charlie J. G.; Vinebrooke, Rolf D.",0012-9658,1939-9170,NA,NA,WOS:000386088000020
1281,1296,original source,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,1297,original source,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,1282,secondary data,NA,"Chen, BZ",Patterns of thermal limits of phytoplankton,JOURNAL OF PLANKTON RESEARCH,2015,37,2,285,292,10.1093/plankt/fbv009,NA,NA,1464-3774,0142-7873,NA,WOS:000352487600002
1282,1298,original source,Foy et al. (1976),NA,NA,NA,NA,NA,NA,NA,NA,10.1080/00071617600650181,NA,NA,NA,NA,NA,NA
1282,1299,original source,Butterwick et al. (2005),NA,NA,NA,NA,NA,NA,NA,NA,10.1111/j.1365-2427.2004.01317.x,NA,NA,NA,NA,NA,NA
1282,1300,original source,Suzuki and Takahashi (1995),"Suzuki, Y; Takahashi, M",Growth responses of several diatom species isolated from various environments to temperature,JOURNAL OF PHYCOLOGY,1995,31,6,880,888,10.1111/j.0022-3646.1995.00880.x,"Suzuki, Y; Takahashi, M",0022-3646,NA,NA,NA,WOS:A1995TQ78200005
1282,1301,original source,Seaburg et al. (1981),"SEABURG, KG; PARKER, BC; WHARTON, RA; SIMMONS, GM",TEMPERATURE-GROWTH RESPONSES OF ALGAL ISOLATES FROM ANTARCTIC OASES,JOURNAL OF PHYCOLOGY,1981,17,4,353,360,10.1111/j.0022-3646.1981.00353.x,"SEABURG, KG; PARKER, BC; WHARTON, RA; SIMMONS, GM",0022-3646,1529-8817,NA,NA,WOS:A1981MT33100010
1282,1302,original source,Morgan and Kalff (1979),"MORGAN, KC; KALFF, J",EFFECT OF LIGHT AND TEMPERATURE INTERACTIONS ON GROWTH OF CRYPTOMONAS-EROSA (CRYPTOPHYCEAE),JOURNAL OF PHYCOLOGY,1979,15,2,127,134,10.1111/j.0022-3646.1979.00127.x,"MORGAN, KC; KALFF, J",0022-3646,1529-8817,NA,NA,WOS:A1979HC26300003
1282,1303,original source,Teoh et al. (2004),"Teoh, ML; Chu, WL; Marchant, H; Phang, SM","Influence of culture temperature on the growth, biochemical composition and fatty acid profiles of six Antarctic microalgae",JOURNAL OF APPLIED PHYCOLOGY,2004,16,6,421,430,10.1007/s10811-004-5502-3,"Teoh, ML; Chu, WL; Marchant, H; Phang, SM",0921-8971,1573-5176,NA,NA,WOS:000230724000002
1282,1304,original source,Soares et al. (2013),"Soares, MCS; Lürling, M; Huszar, VLM",Growth and temperature-related phenotypic plasticity in the cyanobacterium Cylindrospermopsis raciborskii,PHYCOLOGICAL RESEARCH,2013,61,1,61,67,10.1111/pre.12001,"Soares, Maria Carolina S.; Luerling, Miquel; Huszar, Vera L. M.",1322-0829,NA,NA,NA,WOS:000313981500009
1282,1305,original source,Mehnert et al. (2010),"Mehnert, G; Leunert, F; Cirés, S; Jöhnk, KD; Rücker, J; Nixdorf, B; Wiedner, C",Competitiveness of invasive and native cyanobacteria from temperate freshwaters under various light and temperature conditions,JOURNAL OF PLANKTON RESEARCH,2010,32,7,1009,1021,10.1093/plankt/fbq033,"Mehnert, Grit; Leunert, Franziska; Cires, Samuel; Joehnk, Klaus D.; Ruecker, Jacqueline; Nixdorf, Brigitte; Wiedner, Claudia",0142-7873,1464-3774,NA,NA,WOS:000278443900004
1282,1306,original source,Tang et al. (1997),"Tang, EPY; Tremblay, R; Vincent, WF",Cyanobacterial dominance of polar freshwater ecosystems: Are high-latitude mat-formers adapted to low temperature?,JOURNAL OF PHYCOLOGY,1997,33,2,171,181,10.1111/j.0022-3646.1997.00171.x,"Tang, EPY; Tremblay, R; Vincent, WF",0022-3646,1529-8817,NA,NA,WOS:A1997WV15400001
1282,1307,original source,Tsuijimura & Okubo (2003),"Tsujimura, S; Okubo, T","Development of Anabaena blooms in a small reservoir with dense sediment akinete population, with special reference to temperature and irradiance",JOURNAL OF PLANKTON RESEARCH,2003,25,9,1059,1067,10.1093/plankt/25.9.1059,"Tsujimura, S; Okubo, T",0142-7873,1464-3774,NA,NA,WOS:000185148600005
1282,1308,original source,Seki et al. (1981),"SEKI, H; OZAWA, H; ICHIMURA, SE",TEMPERATURE-DEPENDENCE OF FILAMENT LENGTH OF ANABAENA SPIROIDES KLEBAHN VAR CRASSA LEMM,HYDROBIOLOGIA,1981,83,3,419,423,10.1007/BF02187039,"SEKI, H; OZAWA, H; ICHIMURA, SE",0018-8158,1573-5117,NA,NA,WOS:A1981MG88200009
1282,1309,original source,Stamenkovic and Hanelt (2013),"Stamenkovic, M; Hanelt, D","Growth and photosynthetic characteristics of several Cosmarium strains (Zygnematophyceae, Streptophyta) isolated from various geographic regions under a constant light-temperature regime",AQUATIC ECOLOGY,2011,45,4,455,472,10.1007/s10452-011-9367-7,"Stamenkovic, Marija; Hanelt, Dieter",1386-2588,1573-5125,NA,NA,WOS:000296632800002
1282,1310,original source,Foy (1983),"FOY, RH",INTERACTION OF TEMPERATURE AND LIGHT ON THE GROWTH-RATES OF 2 PLANKTONIC OSCILLATORIA SPECIES UNDER A SHORT PHOTOPERIOD REGIME,BRITISH PHYCOLOGICAL JOURNAL,1983,18,3,267,273,10.1080/00071618300650281,"FOY, RH",0007-1617,NA,NA,NA,WOS:A1983RG49300005
1282,1311,original source,Tsujimura et al. (2001),NA,NA,NA,NA,NA,NA,NA,NA,10.1046/j.1440-1835.2001.00255.x,NA,NA,NA,NA,NA,NA
1283,1283,secondary data,NA,"Rizo, EZ; Xu, SL; Tang, QH; Papa, RDS; Dumont, HJ; Qian, SS; Han, BP","A global analysis of cladoceran body size and its variation linking to habitat, distribution and taxonomy",ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,2019,187,4,1119,1130,10.1093/zoolinnean/zlz053,"Rizo, EZ; Xu, SL; Tang, QH; Papa, RDS; Dumont, HJ; Qian, SS; Han, BP",0024-4082,1096-3642,NA,NA,WOS:000501739500006
1312,1312,primary data,NA,"Wander, HL; Lewis, ASL; Howard, DW; Lofton, ME; Woelmer, WM; Brown, BL; Carey, CC","Zooplankton community structure and diel migration patterns vary over hours, days, and years in the pelagic and littoral zone of a eutrophic reservoir",JOURNAL OF PLANKTON RESEARCH,2024,46,3,307,322,10.1093/plankt/fbae017,"Wander, Heather L.; Lewis, Abigail S. L.; Howard, Dexter W.; Lofton, Mary E.; Woelmer, Whitney M.; Brown, Bryan L.; Carey, Cayelan C.",0142-7873,1464-3774,NA,NA,WOS:001211130600001
