resolved.taxa.name,form,variety,species,genus,family,order,class,phylum,kingdom,rank,tol.id,source
Scenedesmus flavescens,NA,NA,Scenedesmus tenuispina,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,7566870,tol
Scenedesmus helveticus,NA,NA,Scenedesmus helveticus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,7566854,tol
Scenedesmus heteracanthus,NA,NA,Scenedesmus heteracanthus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152877,tol
Scenedesmus hystrix,NA,NA,Desmodesmus hystrix,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,544046,tol
Scenedesmus intermedius acutispinus,NA,NA,Desmodesmus intermedius,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,157845,tol
Scenedesmus intermedius balatonicus,NA,NA,Desmodesmus intermedius,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,157845,tol
Scenedesmus longispina,NA,NA,Scenedesmus longispina,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,7566858,tol
Scenedesmus naegelii,NA,NA,Scenedesmus naegelii,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,727396,tol
Scenedesmus nanus,NA,NA,Scenedesmus nanus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5416721,tol
Scenedesmus parvus,NA,NA,Verrucodesmus parvus,Verrucodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,681032,tol
Scenedesmus pectinatus,NA,NA,Pectinodesmus pectinatus,Pectinodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,386123,tol
Scenedesmus planctonicus,NA,NA,Pseudodidymocystis planctonica,Pseudodidymocystis,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,285721,tol
Scenedesmus platydiscus,NA,NA,Comasiella arcuata,Comasiella,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,varietas,378264,tol
Scenedesmus pleiomorphus,NA,NA,Desmodesmus pleiomorphus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,62957,tol
Scenedesmus pseudodenticulatus,NA,NA,Desmodesmus pseudodenticulatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152798,tol
Scenedesmus pseudogranulatus,NA,NA,NA,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,651333,tol
Scenedesmus pseudohelveticus,NA,NA,Desmodesmus armatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,714571,tol
Scenedesmus pseudohystrix,NA,NA,Desmodesmus hystrix,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,544046,tol
Scenedesmus quadricauda longispina,NA,NA,Scenedesmus quadricauda,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152847,tol
Scenedesmus quadricauda maximus,NA,NA,Desmodesmus maximus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,567919,tol
Scenedesmus quadrispina,NA,NA,Scenedesmus quadrispina,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152892,tol
Scenedesmus raciborskii,NA,NA,Acutodesmus raciborskii,Acutodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,386122,tol
Scenedesmus regularis,NA,NA,Pectinodesmus regularis,Pectinodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,809493,tol
Scenedesmus semicristatus,NA,NA,Scenedesmus armatus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,681034,tol
Scenedesmus sempervirens,NA,NA,Desmodesmus abundans,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,893359,tol
Scenedesmus setiferus,NA,NA,Scenedesmus setiferus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5416700,tol
Scenedesmus soli,NA,NA,Scenedesmus soli,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,7566867,tol
Scenedesmus sooi,NA,NA,Scenedesmus sooi,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5416683,tol
Scenedesmus tenuispina,NA,NA,Scenedesmus tenuispina,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,7566870,tol
Scenedesmus acuminatus f. tortuosus,NA,NA,Tetradesmus acuminatus,Tetradesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,127181,tol
Scenedesmus velitaris,NA,NA,Scenedesmus velitaris,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5416687,tol
Scherffelia,NA,NA,NA,Scherffelia,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,genus,629749,tol
Scherffelia dubia,NA,NA,Scherffelia dubia,Scherffelia,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,56619,tol
Scherffelia pelagica,NA,NA,Scherffelia pelagica,Scherffelia,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,5153675,tol
Schizochlamydella,NA,NA,NA,Schizochlamydella,NA,NA,Trebouxiophyceae,Chlorophyta,Archaeplastida,genus,780774,tol
Schizochlamydella delicatula,NA,NA,Phaeoschizochlamys delicatula,Phaeoschizochlamys,Phaeothamniaceae,Phaeothamniales,Phaeothamniophyceae,NA,NA,species,5988385,tol
Schizochlamys,NA,NA,NA,Schizochlamys,Schizochlamydaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,774856,tol
Schizochlamys gelatinosa,NA,NA,Schizochlamys gelatinosa,Schizochlamys,Schizochlamydaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,774857,tol
Schizothrix arenaria,NA,NA,Schizothrix arenaria,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,956673,tol
Schizothrix braunii,NA,NA,Schizothrix braunii,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,4016108,tol
Schizothrix calcicola,NA,NA,Schizothrix calcicola,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,376268,tol
Schizothrix cuspidata,NA,NA,Schizothrix cuspidata,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,4016098,tol
Schizothrix delicatissima,NA,NA,Schizothrix delicatissima,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,4016132,tol
Schizothrix ericetorum,NA,NA,Schizothrix ericetorum,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,5376439,tol
Schizothrix facilis,NA,NA,Schizothrix facilis,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,5376393,tol
Schizothrix fragilis,NA,NA,Schizothrix fragilis,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,7015076,tol
Schizothrix funalis,NA,NA,Schizothrix funalis,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,4016100,tol
Schizothrix funiculus,NA,NA,Schizothrix funicilus,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,5376503,tol
Schizothrix helva,NA,NA,Schizothrix helva,Hypheothrix,NA,NA,NA,Cyanobacteria,NA,species,4016121,tol
Schizothrix heufleri,NA,NA,Schizothrix heufleri,Hypheothrix,NA,NA,NA,Cyanobacteria,NA,species,4016096,tol
Schizothrix lacustris,NA,NA,Schizothrix lacustris,NA,NA,NA,NA,NA,Archaeplastida,species,7645518,tol
Schizothrix lardacea,NA,NA,Schizothrix lardacea,Hypheothrix,NA,NA,NA,Cyanobacteria,NA,species,4016101,tol
Schizothrix lenormandiana,NA,NA,Schizothrix lenormandiana,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,4016110,tol
Schizothrix pulvinata,NA,NA,Schizothrix pulvinata,NA,NA,NA,NA,NA,Archaeplastida,species,7645519,tol
Schizothrix rubra,NA,NA,Homoeothrix rubra,Homoeothrix,Ammatoideaceae,NA,NA,Cyanobacteria,NA,species,4016253,tol
Schizothrix septentrionalis,NA,NA,Schizothrix septentrionalis,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,541135,tol
Schizothrix simplicior,NA,NA,Schizothrix simplicior,Hypheothrix,NA,NA,NA,Cyanobacteria,NA,species,5376382,tol
Schizothrix tenuis,NA,NA,Schizothrix tenuis,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,4016120,tol
Schizothrix thermophila,NA,NA,Schizothrix thermophila,Schizothrix,Schizotrichaceae,NA,NA,Cyanobacteria,NA,species,5376385,tol
Schizothrix tinctoria,NA,NA,Schizothrix tinctoria,Hypheothrix,NA,NA,NA,Cyanobacteria,NA,species,4016097,tol
Schroederia planktonica,NA,NA,Schroederia planktonica,Schroederia,Schroederiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5153052,tol
Schroederia spiralis,NA,NA,Schroederia spiralis,Schroederia,Schroederiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5153049,tol
Scotiella,NA,NA,NA,Scotiella,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,5152036,tol
Scotiellopsis,NA,NA,NA,Scotiellopsis,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,5152986,tol
Scotinosphaera,NA,NA,NA,Scotinosphaera,Scotinosphaeraceae,Scotinosphaerales,Ulvophyceae,Chlorophyta,Archaeplastida,genus,5152568,tol
Scourfieldia conica,NA,NA,Scourfieldia conica,Scourfieldia,Scourfieldiaceae,Scourfieldiales,Pedinophyceae,Chlorophyta,Archaeplastida,species,5419018,tol
Scytonema,NA,NA,NA,Scytonema,NA,NA,NA,Cyanobacteria,NA,genus,197002,tol
Siderocelis granulata,NA,NA,Siderocelis granulata,Siderocelis,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,6001515,tol
Siderocelis kolkwitzii,NA,NA,Siderocelis kolkwitzii,Siderocelis,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5414495,tol
Siderocystopsis,NA,NA,NA,Siderocystopsis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,genus,5151885,tol
Siderocystopsis fusca,NA,NA,Siderocystopsis punctifera,Siderocystopsis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151886,tol
Siderocystopsis irregularis,NA,NA,Siderocystopsis irregularis,Siderocystopsis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5414494,tol
Sinaiella terricola,NA,NA,Sinaiella terricola,Sinaiella,Borziaceae,NA,NA,Cyanobacteria,NA,species,4016357,tol
Siphononema,NA,NA,NA,Siphononema,Entophysalidaceae,NA,NA,Cyanobacteria,NA,genus,4017351,tol
Siphononema polonicum,NA,NA,Siphononema polonicum,Siphononema,Entophysalidaceae,NA,NA,Cyanobacteria,NA,species,4017350,tol
Spermatozopsis,NA,NA,NA,Spermatozopsis,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,56617,tol
Sphaeraspis,NA,NA,NA,Sphaeraspis,NA,Chromulinales,Chrysophyceae,NA,NA,genus,5279520,tol
Sphaerellocystis,NA,NA,NA,Sphaerellocystis,Palmellaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,5153129,tol
Sphaerellocystis ampla,NA,NA,Sphaerellocystis ampla,Sphaerellocystis,Palmellaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4003636,tol
Sphaerellopsis gloeocystiformis,NA,NA,Sphaerellopsis gloeocystiformis,Vitreochlamys,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,7566673,tol
Sphaerellopsis gloeosphaera,NA,NA,Sphaerellopsis gloeosphaera,Vitreochlamys,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,7566674,tol
Sphaerellopsis lateralis,NA,NA,Sphaerellopsis lateralis,Vitreochlamys,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5417836,tol
Sphaerellopsis mucosa,NA,NA,Sphaerellopsis mucosa,Vitreochlamys,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4734769,tol
Sphaerellopsis velata,NA,NA,Sphaerellopsis velata,Vitreochlamys,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,7566676,tol
Sphaerobotrys fluviatilis,NA,NA,Sphaerobotrys fluviatilis,Sphaerobotrys,Chlorococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152331,tol
Sphaerochloris asymmetrica,NA,NA,Sphaerochloris asymmetrica,Sphaerochloris,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4735302,tol
Sphaerodinium,NA,NA,NA,Sphaerodinium,Glenodiniopsidaceae,Peridiniales,Dinophyceae,NA,NA,genus,653238,tol
Sphaeroneocystis apyrenoidosa,NA,NA,Sphaeroneocystis apyrenoidosa,Sphaeroneocystis,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4735446,tol
Sphaerospermopsis,NA,NA,NA,Sphaerospermopsis,NA,NA,NA,Cyanobacteria,NA,genus,181131,tol
Sphaerospermopsis kisseleviana,NA,NA,Sphaerospermopsis kisseleviana,Anabaena,NA,NA,NA,Cyanobacteria,NA,species,14817,tol
Spiniferomonas bilacunosa,NA,NA,Spiniferomonas bilacunosa,Spiniferomonas,Synuraceae,Synurales,NA,NA,NA,species,5385090,tol
Spiniferomonas cornuta,NA,NA,Spiniferomonas cornuta,Spiniferomonas,Synuraceae,Synurales,NA,NA,NA,species,4921730,tol
Spiniferomonas serrata,NA,NA,Chromophysomonas serrata,Chromophysomonas,Synuraceae,Synurales,NA,NA,NA,species,5385092,tol
Spiniferomonas silverensis,NA,NA,Spiniferomonas silverensis,Spiniferomonas,Synuraceae,Synurales,NA,NA,NA,species,5385091,tol
Spiniferomonas takahashii,NA,NA,Spiniferomonas takahashii,Spiniferomonas,Synuraceae,Synurales,NA,NA,NA,species,5385094,tol
Spiniferomonas trioralis,NA,NA,Spiniferomonas trioralis,Spiniferomonas,Synuraceae,Synurales,NA,NA,NA,species,4921717,tol
Spirodinium,NA,NA,NA,Spirodinium,NA,NA,Litostomatea,Ciliophora,NA,genus,229952,tol
Spirodinium glaucum,NA,NA,Katodinium glaucum,Katodinium,Tovelliaceae,NA,Dinophyceae,NA,NA,species,119911,tol
Spirotaenia,NA,NA,NA,Spirotaenia,Mesotaeniaceae,Zygnematales,Zygnemophyceae,Streptophyta,Archaeplastida,genus,916129,tol
Spirotaenia condensata,NA,NA,Spirotaenia condensata,Spirotaenia,Mesotaeniaceae,Zygnematales,Zygnemophyceae,Streptophyta,Archaeplastida,species,341241,tol
Spirulina abbreviata,NA,NA,Spirulina abbreviata,Spirulina,NA,NA,NA,Cyanobacteria,NA,species,4015915,tol
Spirulina corakiana,NA,NA,Spirulina corakiana,Spirulina,NA,NA,NA,Cyanobacteria,NA,species,4015931,tol
Spirulina laxissima,NA,NA,Spirulina laxissima,Spirulina,NA,NA,NA,Cyanobacteria,NA,species,291445,tol
Spondylomorum,NA,NA,NA,Spondylomorum,Spondylomoraceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,4734643,tol
Spondylomorum quaternarium,NA,NA,Spondylomorum quaternarium,Spondylomorum,Spondylomoraceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4734644,tol
Spongiococcum,NA,NA,NA,Spongiococcum,Chlorococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,4735275,tol
Stanieria,NA,NA,NA,Stanieria,NA,NA,NA,Cyanobacteria,NA,genus,584998,tol
Stanieria sublitoralis,NA,NA,Stanieria sublitoralis,Stanieria,NA,NA,NA,Cyanobacteria,NA,species,4017427,tol
Stanieria suecica,NA,NA,Stanieria suecica,Stanieria,NA,NA,NA,Cyanobacteria,NA,species,4016971,tol
Staurastrum denticulatum,NA,NA,Staurastrum denticulatum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853725,tol
Staurastrum muticum,NA,NA,Staurastrum muticum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,911193,tol
Staurodesmus dickiei,NA,NA,Micrasterias dickiei,Micrasterias,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,69327,tol
Stenokalyx,NA,NA,NA,Stenokalyx,NA,Chromulinales,Chrysophyceae,NA,NA,genus,4029393,tol
Stenokalyx spirale,NA,NA,Stenokalyx spirale,Stenokalyx,NA,Chromulinales,Chrysophyceae,NA,NA,species,4029394,tol
Stokesiella longipes,NA,NA,NA,Stokesiella,NA,Chromulinales,Chrysophyceae,NA,NA,genus,4922311,tol
Stokesiella minutissima,NA,NA,NA,Stokesiella,NA,Chromulinales,Chrysophyceae,NA,NA,genus,4922311,tol
Storeatula,NA,NA,NA,Storeatula,NA,Cryptomonadales,NA,Cryptophyceae,NA,genus,998899,tol
Storeatula major,NA,NA,Storeatula major,Storeatula,NA,Cryptomonadales,NA,Cryptophyceae,NA,species,472401,tol
Strombomonas acuminata,NA,NA,Strombomonas acuminata,Strombomonas,NA,NA,Euglenophyceae,Euglenida,NA,species,444296,tol
Strombomonas costata,NA,NA,Strombomonas costata,Strombomonas,NA,NA,Euglenophyceae,Euglenida,NA,species,42148,tol
Strombomonas deflandrei,NA,NA,Strombomonas deflandrei,Strombomonas,NA,NA,Euglenophyceae,Euglenida,NA,species,2832177,tol
Strombomonas girardiana,NA,NA,Strombomonas girardiana,Strombomonas,NA,NA,Euglenophyceae,Euglenida,NA,species,2832181,tol
Strombomonas maxima,NA,NA,Strombomonas maxima,Strombomonas,NA,NA,Euglenophyceae,Euglenida,NA,species,2832205,tol
Strombomonas subcurvata,NA,NA,Strombomonas subcurvata,Strombomonas,NA,NA,Euglenophyceae,Euglenida,NA,species,2832231,tol
Strombomonas tambowika,NA,NA,Strombomonas tambowika,Strombomonas,NA,NA,Euglenophyceae,Euglenida,NA,species,2832223,tol
Strombomonas urceolata,NA,NA,Strombomonas urceolata,Strombomonas,NA,NA,Euglenophyceae,Euglenida,NA,species,2832237,tol
Strombomonas verrucosa zmiewika,NA,NA,Strombomonas verrucosa,Strombomonas,NA,NA,Euglenophyceae,Euglenida,NA,species,81375,tol
Stylochrysalis,NA,NA,NA,Stylochrysalis,NA,Chromulinales,Chrysophyceae,NA,NA,genus,4922336,tol
Stylochrysalis libera,NA,NA,Epipyxis aureus,Epipyxis,NA,Ochromonadales,Chrysophyceae,NA,NA,species,631711,tol
Stylodinium,NA,NA,NA,Stylodinium,Oodiniaceae,Peridiniales,Dinophyceae,NA,NA,genus,2831470,tol
Stylosphaeridium,NA,NA,NA,Stylosphaeridium,Chlorangiellaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,4734837,tol
Syncrypta danubiensis,NA,NA,Syncrypta danubiensis,Syncrypta,NA,Ochromonadales,Chrysophyceae,NA,NA,species,5399869,tol
Syncrypta elaeochrus,NA,NA,Synuropsis elaeochrus,Synuropsis,NA,Chromulinales,Chrysophyceae,NA,NA,species,4921765,tol
Syncrypta volvox,NA,NA,Syncrypta volvox,Syncrypta,NA,Ochromonadales,Chrysophyceae,NA,NA,species,4921768,tol
Synechococcus cedrorum,NA,NA,Cyanobacterium cedrorum,Cyanobacterium,NA,NA,NA,Cyanobacteria,NA,species,4016782,tol
Synechococcus epigloeicus,NA,NA,Synechococcus epigloeicus,Synechococcus,NA,NA,NA,Cyanobacteria,NA,species,4016704,tol
Synechococcus major,NA,NA,Cyanothece major,Cyanothece,NA,NA,NA,Cyanobacteria,NA,species,4016425,tol
Synechococcus mundulus,NA,NA,Synechococcus mundulus,Synechococcus,NA,NA,NA,Cyanobacteria,NA,species,4016697,tol
Synechococcus sigmoideus,NA,NA,Rhabdoderma sigmoidea,Rhabdoderma,NA,NA,NA,Cyanobacteria,NA,species,4016722,tol
Synechocystis sallensis,NA,NA,Synechocystis sallensis,Prochloron,NA,NA,NA,Cyanobacteria,NA,species,4016572,tol
Tetmemorus,NA,NA,NA,Tetmemorus,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,genus,259636,tol
Tetmemorus granulatus,NA,NA,Tetmemorus granulatus,Tetmemorus,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853554,tol
Tetmemorus laevis,NA,NA,Tetmemorus laevis,Tetmemorus,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,19477,tol
Tetrablepharis,NA,NA,NA,Tetrablepharis,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,4734798,tol
Tetrablepharis obovalis,NA,NA,NA,Tetrablepharis,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,4734798,tol
Tetrachlorella,NA,NA,NA,Tetrachlorella,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,genus,451057,tol
Tetrachlorella coronata,NA,NA,Tetrachlorella coronata,Tetrachlorella,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,7043454,tol
Tetracyclus rupestris,NA,NA,Tetracyclus rupestris,Tetracyclus,Tabellariaceae,Tabellariales,NA,Bacillariophyta,NA,species,2818725,tol
Tetracystis,NA,NA,NA,Tetracystis,Chlorococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,377198,tol
Tetraedriella polychloris,NA,NA,Tetraedriella polychloris,Tetraedriella,NA,Mischococcales,Xanthophyceae,NA,NA,species,4027133,tol
Tetraedron schmidlei,NA,NA,Treubaria schmidlei,Treubaria,Treubariaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,816696,tol
Tetranephris europaea,NA,NA,Tetranephris europaea,Tetranephris,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152768,tol
Tetrarcus,NA,NA,NA,Tetrarcus,NA,NA,NA,Cyanobacteria,NA,genus,4017510,tol
Tetraselmis bichlora,NA,NA,Scherffelia bichlora,Scherffelia,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,5419029,tol
Tetraselmis convolutae,NA,NA,Tetraselmis convolutae,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,165050,tol
Tetraselmis gracilis,NA,NA,Tetraselmis gracilis,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,711240,tol
Tetraselmis marina,NA,NA,Tetraselmis marina,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,976420,tol
Tetraselmis micropapillata,NA,NA,Tetraselmis micropapillata,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,4004317,tol
Tetraselmis rubens,NA,NA,Tetraselmis rubens,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,4004316,tol
Tetraselmis striata,NA,NA,Tetraselmis striata,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,275993,tol
Tetraselmis subcordiformis,NA,NA,Tetraselmis subcordiformis,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,275998,tol
Tetraselmis tetrathele,NA,NA,Tetraselmis tetrathele,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,771353,tol
Tetraspora cylindrica,NA,NA,Tetraspora cylindrica,Tetraspora,Tetrasporaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4735096,tol
Tetraspora lemmermannii,NA,NA,Tetraspora lemmermannii,Tetraspora,Tetrasporaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4735090,tol
Tetraspora limnetica,NA,NA,Tetraspora limnetica,Tetraspora,Tetrasporaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5417016,tol
Tetraspora lubrica,NA,NA,Tetraspora lubrica,Tetraspora,Tetrasporaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4002982,tol
Tetraspora lubrica lacunosa,NA,NA,Tetraspora lubrica,Tetraspora,Tetrasporaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4002982,tol
Tetrasporopsis fuscescens,NA,NA,Tetrasporopsis fuscescens,Tetrasporopsis,Phaeothamniaceae,Phaeothamniales,Phaeothamniophyceae,NA,NA,species,342781,tol
Tetrastrum pulloideum,NA,NA,Tetrastrum pulloideum,Tetrastrum,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,7567031,tol
Tetratoma,NA,NA,NA,Tetratoma,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,4734779,tol
Thompsodinium intermedium,NA,NA,Thompsodinium intermedium,Thompsodinium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,NA,NA,species,4035430,tol
Thorakochloris,NA,NA,NA,Thorakochloris,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,5152071,tol
Thorakochloris planktonica,NA,NA,Thorakochloris planktonica,Thorakochloris,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152075,tol
Thorakochloris pringsheimii,NA,NA,NA,Thorakochloris,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,5152071,tol
