resolved.taxa.name,form,variety,species,genus,family,order,class,phylum,kingdom,rank,tol.id,source
Palmella,NA,NA,NA,Palmella,Palmellaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,4735151,tol
Chlorellaceae,NA,NA,NA,NA,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,family,441644,tol
Coenochloris pyrenoidosa,NA,NA,Coenochloris pyrenoidosa,Coenochloris,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151836,tol
Siderocelis minor,NA,NA,Siderocelis minor,Siderocelis,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151906,tol
Sphaerocystis schroeteri,NA,NA,Sphaerocystis schroeteri,Sphaerocystis,Palmellaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4003519,tol
Sphaerocystis planctonica,NA,NA,Sphaerocystis planctonica,Sphaerocystis,Palmellaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4735129,tol
Tetrastrum punctatum,NA,NA,Lemmermannia punctata,Lemmermannia,NA,NA,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5153035,tol
Tetrastrum staurogeniaeforme,NA,NA,Tetrastrum staurogeniiforme,Tetrastrum,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5153003,tol
Brachysira neoexilis,NA,NA,Brachysira neoexilis,Brachysira,Brachysiraceae,NA,Bacillariophyceae,Bacillariophyta,NA,species,4024980,tol
Gomphosphaeria,NA,NA,NA,Gomphosphaeria,Gomphosphaeriaceae,NA,NA,Cyanobacteria,NA,genus,4016884,tol
Dictyochlorella reniformis,NA,NA,Dictyochlorella reniformis,Dictyochloris,Dictyochloridaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5418965,tol
Chlamydomonas,NA,NA,NA,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,33160,tol
Quadricoccus ellipticus,NA,NA,Quadricoccus ellipticus,Quadricoccus,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,701300,tol
Scenedesmus intermedius bicaudatus,NA,NA,Desmodesmus intermedius,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,157845,tol
Monoraphidium arcuatum,NA,NA,Ankistrodesmus arcuatus,Ankistrodesmus,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152718,tol
Quadrigula closterioides,NA,NA,Quadrigula closterioides,Quadrigula,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,938280,tol
Nitzschia graciloides,NA,NA,Nitzschia graciloides,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2813605,tol
Synechococcus elongatus,NA,NA,Synechococcus elongatus,Synechococcus,NA,NA,NA,Cyanobacteria,NA,species,114641,tol
Lagerheimia balatonica,NA,NA,Lagerheimia balatonica,Lagerheimia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5152001,tol
Oocystis lacustris,NA,NA,Oocystis lacustris,Oocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,51570,tol
Tetrastrum komarekii,NA,NA,Lemmermannia komarekii,Lemmermannia,NA,NA,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5152999,tol
Monoraphidium dybowskii,NA,NA,Monoraphidium dybowskii,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,71188,tol
Anabaena bergii var. limnetica,NA,NA,Anabaena bergii,Anabaena,NA,NA,NA,Cyanobacteria,NA,species,1022342,tol
Anabaena bergii,NA,NA,Anabaena bergii,Anabaena,NA,NA,NA,Cyanobacteria,NA,species,1022342,tol
Ochromonas nannos,NA,NA,NA,Ochromonas,NA,Ochromonadales,Chrysophyceae,NA,NA,genus,898589,tol
Crucigeniella apiculata,NA,NA,Crucigeniella apiculata,Crucigeniella,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,7043419,tol
Spondylosium pygmaeum,NA,NA,Spondylosium pygmaeum,Spondylosium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854632,tol
Eolimna minima,NA,NA,Eolimna minima,Sellaphora,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,369019,tol
Navicula minima,NA,NA,Navicula minima,Navicula,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,1033669,tol
Crucigeniella crucifera,NA,NA,Willea crucifera,Willea,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,6001566,tol
Crucigenia tetrapedia,NA,NA,Lemmermannia tetrapedia,Lemmermannia,NA,NA,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151825,tol
Geissleria acceptata,NA,NA,NA,Geissleria,NA,NA,Bacillariophyceae,Bacillariophyta,NA,no rank,2818183,tol
Kephyrion rubri-claustri,NA,NA,Kephyrion rubri-claustri,Kephyrion,NA,Chromulinales,Chrysophyceae,NA,NA,species,4922254,tol
Crucigenia mucronata,NA,NA,Crucigenia mucronata,Lemmermannia,NA,NA,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5153027,tol
Stichococcus mirabilis,NA,NA,Stichococcus mirabilis,Stichococcus,NA,Microthamniales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,98039,tol
Thorakochloris nygaardii,NA,NA,Hindakochloris nygaardii,Hindakochloris,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152073,tol
Fragilaria pinnata,NA,NA,Fragilaria pinnata,Fragilaria,NA,Fragilariales,NA,Bacillariophyta,NA,species,514971,tol
Staurosira mutabilis,NA,NA,Fragilaria pinnata,Fragilaria,NA,Fragilariales,NA,Bacillariophyta,NA,species,514971,tol
Staurosira pinnata,NA,NA,Staurosirella leptostauron,Staurosira,NA,Fragilariales,NA,Bacillariophyta,NA,species,7560454,tol
Staurosirella pinnata,NA,NA,Staurosirella pinnata,Staurosira,NA,Fragilariales,NA,Bacillariophyta,NA,species,5987859,tol
Ankistrodesmus fusiformis,NA,NA,Ankistrodesmus fusiformis,Ankistrodesmus,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,360553,tol
Kirchneriella incurvata,NA,NA,Kirchneriella incurvata,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152730,tol
Scenedesmus bicaudatus brevicaudatus,NA,NA,Desmodesmus bicaudatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152933,tol
Scenedesmus lefevrei,NA,NA,Desmodesmus lefevrei,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,643491,tol
Diploneis minuta,NA,NA,Diploneis minuta,Diploneis,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2818436,tol
Oscillatoria,NA,NA,NA,Oscillatoria,NA,NA,NA,Cyanobacteria,NA,genus,843522,tol
Planktothrix agardhii,NA,NA,Planktothrix agardhii,Planktothrix,NA,NA,NA,Cyanobacteria,NA,species,368771,tol
Planktothrix rubescens,NA,NA,Planktothrix rubescens,Planktothrix,NA,NA,NA,Cyanobacteria,NA,species,989797,tol
Skeletonema subsalsum,NA,NA,Skeletonema subsalsum,Skeletonema,NA,NA,Mediophyceae,Bacillariophyta,NA,species,1024259,tol
Coenochloris,NA,NA,NA,Coenochloris,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,genus,592593,tol
Nitzschia inconspicua,NA,NA,Nitzschia inconspicua,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,828066,tol
Monoraphidium minutum,NA,NA,Monoraphidium minutum,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,187906,tol
Rhodomonas minuta nannoplanctica,NA,NA,Rhodomonas nannoplanctica,Rhodomonas,NA,Cryptomonadales,NA,Cryptophyceae,NA,species,6136949,tol
Plagioselmis nannoplanctica,NA,NA,Plagioselmis nannoplanctica,Plagioselmis,NA,Cryptomonadales,NA,Cryptophyceae,NA,species,450095,tol
Scenedesmus verrucosus,NA,NA,Verrucodesmus verrucosus,Verrucodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152917,tol
Crucigeniella lunaris,NA,NA,Crucigenia lunaris,Lemmermannia,NA,NA,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5385854,tol
Kirchneriella dianae,NA,NA,Kirchneriella dianae,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,501633,tol
Fragilaria,NA,NA,NA,Fragilaria,NA,Fragilariales,NA,Bacillariophyta,NA,genus,790050,tol
Synedra,NA,NA,NA,Synedra,NA,Fragilariales,NA,Bacillariophyta,NA,genus,437656,tol
Tribonema,NA,NA,NA,Tribonema,NA,Tribonematales,Xanthophyceae,NA,NA,genus,898587,tol
Coenocystis,NA,NA,NA,Coenocystis,NA,NA,Trebouxiophyceae,Chlorophyta,Archaeplastida,genus,209643,tol
Scenedesmus oahuensis,NA,NA,Scenedesmus oahuensis,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,7566862,tol
Fragilaria planctonica,NA,NA,Fragilaria planctonica,Fragilaria,NA,Fragilariales,NA,Bacillariophyta,NA,species,5396612,tol
Stelexomonas dichotoma,NA,NA,Stelexomonas dichotoma,Stelexomonas,Salpingoecidae,Choanoflagellida,NA,NA,NA,species,4806826,tol
Crucigenia quadrata,NA,NA,Crucigenia quadrata,Lemmermannia,NA,NA,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5153029,tol
Quadrigula lacustris,NA,NA,Quadrigula chodatii,Quadrigula,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152763,tol
Botryococcus braunii,NA,NA,Botryococcus braunii,Botryococcus,NA,NA,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,769062,tol
Scenedesmus ecornis polymorphus,NA,NA,Scenedesmus ecornis,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,544050,tol
Scenedesmus obliquus,NA,NA,Tetradesmus obliquus,Tetradesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,651329,tol
Synechocystis aquatilis,NA,NA,Synechocystis aquatilis,NA,NA,NA,NA,Cyanobacteria,NA,species,221369,tol
Characium,NA,NA,NA,Characium,Chlorococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,129602,tol
Monoraphidium,NA,NA,NA,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,266805,tol
Phormidium,NA,NA,NA,Phormidium,NA,NA,NA,Cyanobacteria,NA,genus,534128,tol
Pseudokephyrion pseudospirale,NA,NA,Pseudokephyrion pseudospirale,Pseudokephyrion,NA,Chromulinales,Chrysophyceae,NA,NA,species,4922375,tol
Cyclotella atomus,NA,NA,Cyclotella atomus,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,470949,tol
Cyclotella atomus gracilis,NA,NA,Cyclotella atomus,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,470949,tol
Cyclotella,NA,NA,NA,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,genus,422797,tol
Cyclotella wuethrichiana,NA,NA,Pantocsekiella wuethrichiana,Cyclotella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,2811717,tol
Hyaloraphidium contortum,NA,NA,Hyaloraphidium contortum,Hyaloraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,6001163,tol
Tetraedron minimum tetralobulatum,NA,NA,Tetraedron minimum,Tetraedron,Sphaeropleaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,510074,tol
Nephrodiella,NA,NA,NA,Nephrodiella,NA,Mischococcales,Xanthophyceae,NA,NA,genus,4027142,tol
Scenedesmus aculeolatus,NA,NA,Desmodesmus aculeolatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152895,tol
Monoraphidium pusillum,NA,NA,Monoraphidium pusillum,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,983807,tol
Tetrastrum heteracanthum,NA,NA,Tetrastrum heteracanthum,Tetrastrum,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5153004,tol
Encyonema reichardtii,NA,NA,Cymbella reichardtii,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,8028941,tol
Pseudokephyrion conicum,NA,NA,Pseudokephyrion conicum,Pseudokephyrion,NA,Chromulinales,Chrysophyceae,NA,NA,species,4922377,tol
Dinobryon petiolatum,NA,NA,Dinobryon faculiferum,NA,NA,Chromulinales,Chrysophyceae,NA,NA,species,4029229,tol
Kephyrion skujae,NA,NA,Kephyrion skujae,Kephyrion,NA,Chromulinales,Chrysophyceae,NA,NA,species,5400077,tol
Uroglena americana,NA,NA,Uroglenopsis americana,Uroglena,NA,Chromulinales,Chrysophyceae,NA,NA,species,315031,tol
Uroglena,NA,NA,NA,Uroglena,NA,Chromulinales,Chrysophyceae,NA,NA,genus,315025,tol
Crucigeniella pulchra,NA,NA,Crucigenia pulchra,Crucigenia,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5151822,tol
Franceia amphitricha,NA,NA,Franceia amphitricha,Franceia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5152029,tol
Scenedesmus bicaudatus,NA,NA,Desmodesmus bicaudatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152933,tol
Dinobryon,NA,NA,NA,NA,NA,Ochromonadales,Chrysophyceae,NA,NA,no rank,5251191,tol
Cymbella delicatula,NA,NA,Cymbella delicatula,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,389713,tol
Actinastrum gracillimum,NA,NA,Actinastrum gracillimum,Actinastrum,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,4004507,tol
Kephyrion littorale,NA,NA,Kephyrion littorale,Kephyrion,NA,Chromulinales,Chrysophyceae,NA,NA,species,4922249,tol
Bacillariophyceae,NA,NA,NA,NA,NA,NA,Bacillariophyceae,Bacillariophyta,NA,class,8028510,tol
Stephanodiscaceae,NA,NA,NA,NA,Stephanodiscaceae,NA,Mediophyceae,Bacillariophyta,NA,family,4026062,tol
Scenedesmus acutus,NA,NA,Scenedesmus acutus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,727394,tol
Scenedesmus acutus acutus,NA,NA,Scenedesmus acutus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,727394,tol
Scenedesmus arcuatus,NA,NA,Scenedesmus arcuatus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,504911,tol
Chroomonas coerulea,NA,NA,Chroomonas coerulea,Chroomonas,NA,Cryptomonadales,NA,Cryptophyceae,NA,species,580383,tol
Cymbella minuta,NA,NA,Cymbella minuta,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,389709,tol
Encyonema minutum,NA,NA,Encyonema minutum,Encyonema,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,566893,tol
Heterothrix constricta,NA,NA,Xanthonema constrictum,NA,NA,Tribonematales,Xanthophyceae,NA,NA,species,5408464,tol
Chlorella ellipsoidea,NA,NA,Chloroidium ellipsoideum,Chloroidium,NA,NA,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,407511,tol
Monoraphidium fontinale,NA,NA,Monoraphidium fontinale,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5416579,tol
Stichogloea olivacea sphaerica,NA,NA,Stichogloea olivacea,Stichogloea,Phaeothamniaceae,Phaeothamniales,Phaeothamniophyceae,NA,NA,species,2811422,tol
Stichogloea olivacea,NA,NA,Stichogloea olivacea,Stichogloea,Phaeothamniaceae,Phaeothamniales,Phaeothamniophyceae,NA,NA,species,2811422,tol
Ankyra,NA,NA,NA,Ankyra,Sphaeropleaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,869742,tol
Chlamydomonas globosa,NA,NA,Chlamydomonas globosa,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,359010,tol
Coenochloris hindakii,NA,NA,Gloeocystis minuta,Gloeocystis,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5385969,tol
Dictyosphaerium elongatum,NA,NA,Chlorella elongata,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,950986,tol
Pandorina,NA,NA,NA,Pandorina,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,1072226,tol
Characiaceae,NA,NA,NA,NA,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,family,4734105,tol
Heleochloris pallida,NA,NA,Heleochloris pallida,Heleochloris,NA,Tetrasporales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4735168,tol
Radiococcus planktonicus,NA,NA,Radiococcus planktonicus,Radiococcus,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152551,tol
Oscillatoria major,NA,NA,Oscillatoria major,Oscillatoria,NA,NA,NA,Cyanobacteria,NA,species,5393156,tol
Scenedesmus parisiensis,NA,NA,Scenedesmus parisiensis,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152874,tol
Chrysolykos skujai,NA,NA,Chrysolykos skujae,Chrysolykos,NA,Chromulinales,Chrysophyceae,NA,NA,species,4922362,tol
Scenedesmus fusiformis,NA,NA,Enallax acutiformis,Enallax,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,386128,tol
Anabaena solitaria planctonica,NA,NA,Dolichospermum planctonicum,NA,NA,NA,NA,Cyanobacteria,NA,species,717273,tol
Salpingoeca frequentissima,NA,NA,Salpingoeca frequentissima,Salpingoeca,Salpingoecidae,Choanoflagellida,NA,NA,NA,species,3853073,tol
Ankyra judayi,NA,NA,Ankyra judayi,Ankyra,Sphaeropleaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,816737,tol
Scenedesmus apiculatus,NA,NA,Scenedesmus apiculatus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152857,tol
Scenedesmus denticulatus fenestratus,NA,NA,Desmodesmus denticulatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,565989,tol
Achnanthidium minutissimum,NA,NA,Achnanthidium minutissimum,Achnanthidium,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,566898,tol
Cosmarium pygmaeum heimerlii,NA,NA,Sphaerozosma pygmaeum,Sphaerozosma,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853916,tol
Scenedesmus lefevrei var. manguinii,NA,NA,Desmodesmus lefevrei,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,643491,tol
Bicoeca paropsis,NA,NA,Bicoeca paropsis,Bicoeca,Bicosoecidae,Bicosoecida,NA,NA,NA,species,5385264,tol
Fragilaria parasitica,NA,NA,Pseudostaurosira parasitica,Pseudostaurosira,NA,Fragilariales,NA,Bacillariophyta,NA,species,2819023,tol
Pseudostaurosira parasitica,NA,NA,Pseudostaurosira parasitica,Pseudostaurosira,NA,Fragilariales,NA,Bacillariophyta,NA,species,2819023,tol
Chroococcus distans,NA,NA,Chroococcus distans,Chroococcus,NA,NA,NA,Cyanobacteria,NA,species,4016557,tol
Granulocystis helenae,NA,NA,Granulocystis helenae,Granulocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151947,tol
Granulocystopsis coronata,NA,NA,Granulocystopsis coronata,Granulocystopsis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151933,tol
Nephrocytium,NA,NA,NA,Nephrocytium,NA,NA,Chlorophyceae,Chlorophyta,Archaeplastida,genus,5151916,tol
Pediastrum simplex,NA,NA,Monactinus simplex,Monactinus,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,843941,tol
Eunotia exigua,NA,NA,Eunotia exigua,Eunotia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2812632,tol
Katodinium fungiforme,NA,NA,Katodinium fungiforme,Katodinium,Tovelliaceae,NA,Dinophyceae,NA,NA,species,2831356,tol
Dictyosphaerium ehrenbergianum,NA,NA,Dictyosphaerium ehrenbergianum,Dictyosphaerium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,75868,tol
Monoraphidium irregulare,NA,NA,Monoraphidium irregulare,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152722,tol
Gomphosphaeria pusilla,NA,NA,Coelomoron pusillum,Coelomoron,NA,NA,NA,Cyanobacteria,NA,species,4016997,tol
Ochromonas tenera,NA,NA,Ochromonas aspera,Ochromonas,NA,Ochromonadales,Chrysophyceae,NA,NA,species,4922471,tol
Monallantus,NA,NA,NA,Monallantus,NA,Mischococcales,Xanthophyceae,NA,NA,genus,4027166,tol
Dictyosphaerium tetrachotomum,NA,NA,Hindakia tetrachotoma,Hindakia,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,342117,tol
Geminella subtilissima,NA,NA,Erinella subtilissima,Lachnum,Lachnaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,species,4045330,tol
Geminella interrupta,NA,NA,Geminella interrupta,Geminella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,558356,tol
Lagerheimia genevensis,NA,NA,Lagerheimia genevensis,Lagerheimia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,161652,tol
Lagerheimia quadriseta,NA,NA,Lagerheimia quadriseta,Lagerheimia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,6001540,tol
Merismopedia elegans,NA,NA,Merismopedia elegans,Merismopedia,NA,NA,NA,Cyanobacteria,NA,species,4016804,tol
Oocystis,NA,NA,NA,Oocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,genus,1027472,tol
Achnanthes catenata,NA,NA,Achnanthidium catenatum,Achnanthidium,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2813251,tol
Achnanthidium catenatum,NA,NA,Achnanthidium catenatum,Achnanthidium,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2813251,tol
Epipyxis gracilis,NA,NA,Epipyxis gracilis,Epipyxis,NA,Ochromonadales,Chrysophyceae,NA,NA,species,4922279,tol
Golenkiniopsis longispina,NA,NA,Golenkiniopsis longispina,Golenkiniopsis,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5153358,tol
Amphora pediculus,NA,NA,Amphora pediculus,Amphora,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,1093399,tol
Nitzschia romana,NA,NA,Nitzschia romana,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2813733,tol
Dinobryon sertularia,NA,NA,Dinobryon sertularia,NA,NA,Ochromonadales,Chrysophyceae,NA,NA,species,91741,tol
Kirchneriella,NA,NA,NA,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,410215,tol
Kirchneriella irregularis,NA,NA,Kirchneriella irregularis,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152729,tol
Scenedesmus granulatus,NA,NA,Desmodesmus granulatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5416653,tol
Pseudostaurosira robusta,NA,NA,Pseudostaurosira robusta,Pseudostaurosira,NA,Fragilariales,NA,Bacillariophyta,NA,species,2818767,tol
Fragilaria nanana,NA,NA,Fragilaria nanana,Fragilaria,NA,Fragilariales,NA,Bacillariophyta,NA,species,662899,tol
Kephyrion cordatum,NA,NA,Kephyrion cordatum,Kephyrion,NA,Chromulinales,Chrysophyceae,NA,NA,species,2811498,tol
Coenochloris ovalis,NA,NA,Neocystis ovalis,Neocystis,NA,NA,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151777,tol
Oscillatoria bourrellyi,NA,NA,Tychonema bourrellyi,NA,NA,NA,NA,Cyanobacteria,NA,species,814712,tol
Oedogonium,NA,NA,NA,Oedogonium,NA,Oedogoniales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,197177,tol
Chroococcus prescottii,NA,NA,Chroococcus prescottii,Chroococcus,NA,NA,NA,Cyanobacteria,NA,species,4016491,tol
Scenedesmus serratus,NA,NA,Desmodesmus serratus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,565991,tol
