tax.uid,mean.mass,accepted.taxa.name,genus,family,order,class,phylum,kingdom
tax-4849,523.5600000000001,Chlorogibba allorgei,Chlorogibba,Pleurochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-485,22155.88796311645,Pantocsekiella comensis,Pantocsekiella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,Chromista
tax-4850,523.5600000000001,Chlorogibba trochisciiformis,Chlorogibba,Pleurochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4851,632.8099994343753,Chlorogloea,Chlorogloea,Microcystaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-4852,632.8099994343753,Chlorogloea microcystoides,Chlorogloea,Entophysalidaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4853,632.8099994343753,Chloroidium,Chloroidium,Oocystaceae,Oocystales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4854,13.412003393781664,Chlorolobion,Chlorolobion,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4855,632.8099994343753,Chloromonas chlorogoniopsis,Chloromonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4856,632.8099994343753,Chloromonas paradoxa,Chloromonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4857,40.730000108000205,Chlorophysema apiocystiforme,Chlorophysema,Chlorangiellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4858,13.412003393781664,Chloroidium,Chloroidium,Oocystaceae,Oocystales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4859,523.5600000000001,Chondrocystis,Chondrocystis,Pleurocapsaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-486,2021.1300080588635,Discostella pseudostelligera,Discostella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,Chromista
tax-4860,523.5600000000001,Chondrocystis dermochroa,Chondrocystis,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4861,40.730000108000205,Choricystis coccoides,Choricystis,Coccomyxaceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae,Chlorophyta,Plantae
tax-4862,17.820000002708586,Choricystis guttula,Choricystis,Coccomyxaceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae,Chlorophyta,Plantae
tax-4863,632.8099994343753,Choricystis hindakii,Choricystis,Coccomyxaceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae,Chlorophyta,Plantae
tax-4864,40.730000108000205,Choricystis komarekii,Choricystis,Coccomyxaceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae,Chlorophyta,Plantae
tax-4865,523.5600000000001,Chromophysomonas,Chromophysomonas,Synuraceae,Synurales,Chrysophyceae,Ochrophyta,Chromista
tax-4866,523.5600000000001,Chromophysomonas serrata,Chromophysomonas,Paraphysomonadaceae,Paraphysomonadales,Chrysophyceae,Ochrophyta,Chromista
tax-4867,632.8099994343753,Chromophyton rosanoffii,Chromophyton,Hibberdiaceae,Hibberdiales,Chrysophyceae,Ochrophyta,Chromista
tax-4868,632.8099994343753,Chromulina crassa,Chromulina,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4869,632.8099994343753,Chromulina dalecarlica,Chromulina,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-487,269.255,Ulothrix tenerrima,Ulothrix,Ulotrichaceae,Ulotrichales,Ulvophyceae,Chlorophyta,Plantae
tax-4870,632.8099994343753,Chromulina minima,Chromulina,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4871,523.5600000000001,Chroococcidiopsis,Chroococcidiopsis,Chroococcidiopsidaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-4872,632.8099994343753,Chroococcidium,Chroococcidium,Hyellaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-4873,632.8099994343753,Chroococcopsis,Chroococcopsis,Pleurocapsaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-4874,632.8099994343753,Chroococcopsis fluviatilis,Chroococcopsis,Hyellaceae,Pleurocapsales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4875,632.8099994343753,Chroococcopsis gigantea,Chroococcopsis,Hyellaceae,Pleurocapsales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4876,632.8099994343753,Chroococcus cohaerens,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4877,632.8099994343753,Chroococcus cumulatus,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4878,632.8099994343753,Chroococcus limneticus,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4879,632.8099994343753,Chroococcus macrococcus,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-488,7543.321958753787,Achnanthes,Achnanthes,Achnanthaceae,Achnanthales,Bacillariophyceae,Ochrophyta,Chromista
tax-4880,632.8099994343753,Chroococcus pallidus,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4881,632.8099994343753,Chroococcus planctonicus,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4882,632.8099994343753,Chroococcus rufescens,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4883,632.8099994343753,Gloeocapsa siderochlamys,Gloeocapsa,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4884,632.8099994343753,Chroococcus submarinus,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4885,632.8099994343753,Chroococcus turicensis,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4886,632.8099994343753,Chroococcus westii,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4887,492.0100011156799,Chroomonas baltica,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4888,492.0100011156799,Chroomonas collegionis,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4889,492.0100011156799,Chroomonas diplococca,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-489,270,Spondylosium clepsydra,Spondylosium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-4890,492.0100011156799,Chroomonas dispersa,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4891,492.0100011156799,Chroomonas extensa,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4892,492.0100011156799,Cryptomonas kielensis,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4893,492.0100011156799,Chroomonas mesostigmatica,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4894,492.0100011156799,Chroomonas monococca,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4895,492.0100011156799,Chroomonas nordstedtii,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4896,492.0100011156799,Chroomonas oblonga,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4897,492.0100011156799,Chroomonas placoidea,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4898,492.0100011156799,Chroomonas plurococca,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4899,492.0100011156799,Chroomonas pochmannii,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-49,2015.9432788243294,Pseudanabaena limnetica,Pseudanabaena,Pseudanabaenaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-490,382.05,Navicula cryptotenella,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,Chromista
tax-4900,492.0100011156799,Chroomonas vectensis,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4901,492.0100011156799,Chroomonas virescens,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4902,632.8099994343753,Chroostipes linearis,Chroostipes,Cyanophyceae familia incertae sedis,Cyanophyceae ordo incertae sedis,Cyanophyceae,Cyanobacteria,Bacteria
tax-4903,523.5600000000001,Chrysamoeba radians,Chrysamoeba,Chrysamoebaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4904,523.5600000000001,Chrysamoeba scherffelii,Chrysamoeba,Chrysamoebaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4905,632.8099994343753,Chrysapsis,Chrysapsis,Chromulinaceae,Ochromonadales,Chrysophyceae,Ochrophyta,Chromista
tax-4906,523.5600000000001,Chrysastrella,Chrysastrella,Chrysosphaeraceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4907,632.8099994343753,Chrysidiastrum,Chrysidiastrum,Chrysamoebaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4908,523.5600000000001,Chrysocapsa haebudum,Chrysocapsa,Chrysocapsaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4909,632.8099994343753,Chrysocapsella,Chrysocapsella,Chrysocapsaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-491,225681.7342749585,Luticola mutica,Luticola,Diadesmidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,Chromista
tax-4910,632.8099994343753,Chrysochromulina acantha,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4911,632.8099994343753,Chrysochromulina adriatica,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4912,632.8099994343753,Chrysochromulina ahrengotii,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4913,632.8099994343753,Chrysochromulina alifera,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4914,632.8099994343753,Chrysochromulina apheles,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4915,632.8099994343753,Chrysochromulina bergenensis,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4916,632.8099994343753,Chrysochromulina brachycylindra,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4917,632.8099994343753,Haptolina brevifila,Haptolina,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4918,632.8099994343753,Prymnesium breviturritum,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4919,632.8099994343753,Chrysochromulina campanulifera,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-492,72068.85100599036,Tetradesmus dimorphus,Tetradesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4920,632.8099994343753,Prymnesium chiton,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4921,632.8099994343753,Chrysochromulina cyathophora,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4922,632.8099994343753,Chrysochromulina cymbium,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4923,632.8099994343753,Chrysochromulina elegans,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4924,632.8099994343753,Chrysochromulina ephippium,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4925,632.8099994343753,Haptolina ericina,Haptolina,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4926,632.8099994343753,Haptolina fragaria,Haptolina,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4927,632.8099994343753,Chrysochromulina fragilis,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4928,632.8099994343753,Haptolina herdlensis,Haptolina,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4929,492.0100011156799,Haptolina hirta,Haptolina,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-493,276.8433333333333,Tetrastrum triacanthum,Tetrastrum,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4930,632.8099994343753,Chrysochromulina inornamenta,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4931,632.8099994343753,Prymnesium kappa,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4932,632.8099994343753,Chrysochromulina lanceolata,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4933,632.8099994343753,Prymnesium laurentianum,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4934,632.8099994343753,Chrysochromulina leadbeateri,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4935,632.8099994343753,Chrysochromulina limonia,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4936,632.8099994343753,Chrysochromulina mactra,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4937,632.8099994343753,Chrysochromulina mantoniae,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4938,632.8099994343753,Chrysochromulina megacylindra,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4939,632.8099994343753,Chrysochromulina microcylindra,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-494,212.3692614625816,Fallacia subhamulata,Fallacia,Sellaphoraceae,Naviculales,Bacillariophyceae,Bacillariophyta,Chromista
tax-4940,632.8099994343753,Prymnesium minus,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4941,632.8099994343753,Braarudosphaera bigelowii,Braarudosphaera,Braarudosphaeraceae,Braarudosphaerales,Coccolithophyceae,Haptophyta,Chromista
tax-4942,632.8099994343753,Chrysochromulina planisquama,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4943,562.4100002750276,Prymnesium polylepis,Prymnesium,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4944,632.8099994343753,Chrysochromulina pringsheimii,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4945,632.8099994343753,Chrysochromulina pseudolanceolata,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4946,632.8099994343753,Chrysochromulina pyramidosa,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4947,632.8099994343753,Chrysochromulina quadrikonta,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4948,632.8099994343753,Chrysochromulina rotalis,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4949,632.8099994343753,Chrysochromulina scutellum,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-495,252.49314864066434,Amphora inariensis,Amphora,Catenulaceae,Thalassiophysales,Bacillariophyceae,Bacillariophyta,Chromista
tax-4950,632.8099994343753,Chrysochromulina simplex,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4951,632.8099994343753,Chrysochromulina spinifera,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4952,632.8099994343753,Chrysochromulina strobilus,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4953,632.8099994343753,Chrysochromulina tenuispina,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4954,632.8099994343753,Chrysochromulina throndsenii,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-4955,264.93000000000006,Chrysococcus biporus,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4956,523.5600000000001,Chrysococcus bisetus,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4957,523.5600000000001,Chrysococcus cystophorus,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4958,523.5600000000001,Chrysococcus diaphanus,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4959,523.5600000000001,Chrysococcus dokidophorus,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-496,147.35183503022418,Tetradesmus bernardii,Tetradesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4960,523.5600000000001,Chrysococcus granulatus,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4961,523.5600000000001,Chrysococcus heverlensis,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4962,523.5600000000001,Chrysococcus klebsianus,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4963,264.43000000000006,Chrysococcus ornatus,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4964,523.5600000000001,Chrysococcocystis ovoides,Chrysococcocystis,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4965,523.5600000000001,Chrysococcus porifer,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4966,523.5600000000001,Chrysococcus punctiformis,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4967,523.5600000000001,Chrysococcus radians,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4968,523.5600000000001,Chrysococcus rufescens,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4969,523.5600000000001,Chrysococcus skujae,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-497,1676787.5430692,Fragilaria vaucheriae,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-4970,523.5600000000001,Chrysococcus triporus,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4971,632.8099994343753,Berberis,Berberis,Berberidaceae,Ranunculales,Magnoliopsida,Tracheophyta,Plantae
tax-4972,632.8099994343753,Aureoarbor ramosa,Aureoarbor,Ochromonadaceae,Ochromonadales,Chrysophyceae,Ochrophyta,Chromista
tax-4973,632.8099994343753,Chrysolykos angulatus,Chrysolykos,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4974,632.8099994343753,Chrysolykos calceatus,Chrysolykos,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4975,632.8099994343753,Chrysolykos complanatus,Chrysolykos,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4976,523.5600000000001,Chromulina,Chromulina,Chromulinaceae,Ochromonadales,Chrysophyceae,Ochrophyta,Chromista
tax-4977,632.8099994343753,Chrysoesthia,Chrysoesthia,Gelechiidae,Lepidoptera,Insecta,Arthropoda,Animalia
tax-4978,632.8099994343753,Chrysopora fenestrata,Chrysopora,Chrysocapsaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4979,523.5600000000001,Chrysopyxis,Chrysopyxis,Stylococcaceae,Hibberdiales,Chrysophyceae,Ochrophyta,Chromista
tax-498,241493.937701029,Nitzschia acicularis,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-4980,523.5600000000001,Chrysopyxis bipes,Chrysopyxis,Stylococcaceae,Hibberdiales,Chrysophyceae,Ochrophyta,Chromista
tax-4981,523.5600000000001,Chrysosaccus,Chrysosaccus,Chrysosaccaceae,Chrysosaccales,Chrysophyceae,Ochrophyta,Chromista
tax-4982,632.8099994343753,Chrysosphaera paludosa,Chrysosphaera,Chrysosphaeraceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4983,632.8099994343753,Chrysosphaerella annulata,Chrysosphaerella,Chrysosphaerellaceae,Paraphysomonadales,Chrysophyceae,Ochrophyta,Chromista
tax-4984,632.8099994343753,Chrysosphaerella brevispina,Chrysosphaerella,Chrysosphaerellaceae,Paraphysomonadales,Chrysophyceae,Ochrophyta,Chromista
tax-4985,632.8099994343753,Chrysosphaerella setifera,Chrysosphaerella,Chrysosphaerellaceae,Paraphysomonadales,Chrysophyceae,Ochrophyta,Chromista
tax-4987,523.5600000000001,Chrysostephanosphaera,Chrysostephanosphaera,Chrysamoebaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4988,632.8099994343753,Chrysotilos,Chrysotilos,Chrysocapsaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4989,632.8099994343753,Chrysoxys,Chrysoxys,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-499,482.6600458939372,Oscillatoria tenuis,Oscillatoria,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4990,632.8099994343753,Chrysoxys rhizopodica,Chrysoxys,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4991,277968.6688048382,Closterium abruptum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-4992,13813.029532226135,Closterium archerianum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-4993,8034.654766113068,Closterium calosporum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
