tax.uid,mean.mass,accepted.taxa.name,genus,family,order,class,phylum,kingdom
tax-6898,5.2001,Megafenestra nasuta,Megafenestra,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6899,3.343,Scapholeberis duranguensis,Scapholeberis,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-69,10.5975,Limnothrix redekei,Limnothrix,Pseudanabaenaceae,Pseudanabaenales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-690,40490.04162372381,Chroomonas,Chroomonas,Chroomonadaceae,Pyrenomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-6900,4.21849,Scapholeberis erinaceus,Scapholeberis,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6901,4.4042,Scapholeberis freyi,Scapholeberis,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6902,4.4042,Scapholeberis kingii,Scapholeberis,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6903,5.2001,Scapholeberis spinifera,Scapholeberis,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6904,9.7102,Simocephalus brehmi,Simocephalus,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6905,4.4042,Simocephalus daphnoides,Simocephalus,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6906,10.7714,Simocephalus elizabethae,Simocephalus,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6907,8.1184,Simocephalus gibbosus,Simocephalus,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6908,6.7919,Simocephalus heilongjiangensis,Simocephalus,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6909,4.9348,Simocephalus mirabilis,Simocephalus,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-691,3411.5150013182315,Dinobryon cylindricum,Dinobryon,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-6910,7.66739,Simocephalus punctatus,Simocephalus,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6911,9.7102,Simocephalus rostratus,Simocephalus,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6912,7.0572,Simocephalus semiserratus,Simocephalus,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6913,8.1184,Simocephalus vetuloides,Simocephalus,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6914,9.7102,Simocephalus victoriensis,Simocephalus,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6915,4.9348,Moina affinis,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6916,5.86335,Moina australiensis,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6917,5.12051,Moina baylyi,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6918,6.261299999999999,Moina belli,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6919,5.4654,Moina brachycephala,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-692,7800.131572031624,Dinobryon divergens,Dinobryon,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-6920,4.27155,Moina chankensis,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6921,4.6695,Moina diksamensis,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6922,4.1389000000000005,Moina dubia,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6923,3.7409499999999998,Moina dumonti,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6924,5.35928,Moina ephemeralis,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6925,4.4042,Moina eugeniae,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6926,4.1389000000000005,Moina flexuosa,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6927,5.65111,Moina gouldeni,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6928,4.9348,Moina hartwigi,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6929,4.00625,Moina hemanti,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-693,360.8196389618175,Dinobryon sociale,Dinobryon,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-6930,4.9348,Moina hutchinsoni,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6931,5.27969,Moina kazsabi,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6932,4.85521,Moina lipini,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6933,6.5266,Moina mongolica,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6934,3.7409499999999998,Moina mukhamedievi,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6935,4.1389000000000005,Moina oryzae,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6936,4.77562,Moina propinqua,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6937,4.29808,Moina rostrata,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6938,4.37767,Moina siamensis,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6939,4.9348,Moina tenuicornis,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-694,6685.760832310591,Dinobryon sociale,Dinobryon,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-6940,4.4042,Moina weismanni,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6941,6.261299999999999,Moina wierzejskii,Moina,Moinidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6942,3.23688,Bosmina brehmi,Bosmina,Bosminidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6943,3.47565,Bosmina chilensis,Bosmina,Bosminidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6944,3.6878900000000003,Bosmina huaronensis,Bosmina,Bosminidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6945,3.0246399999999998,Bosmina meridionalis,Bosmina,Bosminidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6946,3.6083,Bosmina oriens,Bosmina,Bosminidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6947,3.47565,Bosmina tanakai,Bosmina,Bosminidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6948,3.343,Bosmina tripurae,Bosmina,Bosminidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6949,3.0246399999999998,Bosminopsis brandorffi,Bosminopsis,Bosminidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-695,497.15590585687517,Dinobryon stipitatum,Dinobryon,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-6950,2.83893,Bosminopsis negrensis,Bosminopsis,Bosminidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6951,3.0671876966580984,Daphnia galeata,Daphnia,Daphniidae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-6952,0.02975,Amoeba,Amoeba,Amoebidae,Euamoebida,Tubulinea,Amoebozoa,Protozoa
tax-6953,14.665,Paracyclopina,Paracyclopina,Cyclopettidae,Cyclopoida,Copepoda,Arthropoda,Animalia
tax-6954,48.123333333333335,Neodiaptomus,Neodiaptomus,Diaptomidae,Calanoida,Copepoda,Arthropoda,Animalia
tax-6955,364.0233333333333,Calanus,Calanus,Calanidae,Calanoida,Copepoda,Arthropoda,Animalia
tax-6956,1e-4,Raphidonema,Raphidonema,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-6957,0.004200000000000001,Rhipilia,Rhipilia,Rhipiliaceae,Bryopsidales,Ulvophyceae,Chlorophyta,Plantae
tax-6958,0.03,Tintinnopsis,Tintinnopsis,Codonellidae,Tintinnida,Oligotrichea,Ciliophora,Chromista
tax-6959,17.776204333333332,Leptodora,Leptodora,Leptodoridae,Diplostraca,Branchiopoda,Arthropoda,Animalia
tax-696,154112.22028647133,Pseudogoniochloris tripus,Pseudogoniochloris,Pleurochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-697,4393.883206155,Encyonema silesiacum,Encyonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-698,821.5024999999999,Gymnodinium pallidum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista
tax-699,799.44,Placoneis anglophila,Placoneis,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-7,1816.8571746721113,Merismopedia tenuissima,Merismopedia,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-70,1632.0927108059368,Monoraphidium capricornutum,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-700,16462.99513635935,Pteromonas angulosa,Pteromonas,Phacotaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-701,1126,Cymbopleura naviculiformis,Cymbopleura,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-702,169870.9900404217,Cryptomonas pyrenoidifera,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-703,133489.9653427838,Caloneis,Caloneis,Naviculaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista
tax-704,42525.97532630545,Surirella brebissonii,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-705,10339.265463262835,Closteriopsis longissima,Closteriopsis,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-706,854.8649999999999,Tetraselmis arnoldii,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Plantae
tax-707,857.375,Chlorotetraedron bitridens,Chlorotetraëdron,Neochloridaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-708,7107.380059089839,Eunotia naegelii,Eunotia,Eunotiaceae,Eunotiales,Bacillariophyceae,Bacillariophyta,Chromista
tax-709,276058.96167467535,Tryblionella apiculata,Tryblionella,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-71,5.477191623992671,Pseudanabaena galeata,Pseudanabaena,Pseudanabaenaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-710,883.125,Lyngbya truncicola,Lyngbya,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria
tax-711,883.125,Pandorina morum,Pandorina,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-712,890.1899999999999,Vitreochlamys aulata,Vitreochlamys,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-713,866.4899999999998,Odontidium mesodon,Odontidium,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-714,221574.44870635294,Trachelomonas,Trachelomonas,Euglenaceae,Euglenida,Euglenoidea,Euglenozoa,Protozoa
tax-715,7549.04764006506,Chrysococcus,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-716,713.9399999999999,Coelastrum verrucosum,Coelastrum,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-717,90350.72065665097,Limnococcus limneticus,Limnococcus,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-718,904.3199999999999,Golenkinia viridis,Golenkinia,Neochloridaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-719,1038.1999999999998,Actinotaenium cruciferum,Actinotaenium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-72,12.462668363557498,Nephrochlamys danica,Nephrochlamys,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-720,904.3199999999999,Cosmarium novae-semliae,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-721,159919.14769465837,Aulacoseira,Aulacoseira,Aulacoseiraceae,Aulacoseirales,Bacillariophyceae,Ochrophyta,Chromista
tax-722,10112.102626202437,Tetraedron trigonum,Tetraëdron,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-723,954479.9229707689,Nitzschia dissipata,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-724,1285.361562481784,Closterium acutum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-725,15601.871444212997,Carteria,Carteria,Chaetomiaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi
tax-726,4072.5933333333332,Diploneis ovalis,Diploneis,Diploneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,Chromista
tax-727,1311.4734156014597,Chlorotetraedron incus,Chlorotetraëdron,Neochloridaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-728,970479.782476974,Gomphonema,Gomphonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Ochrophyta,Chromista
tax-729,655.8226674104533,Borghiella pascheri,Borghiella,Borghiellaceae,Suessiales,Dinophyceae,Myzozoa,Chromista
tax-73,12.363750000000001,Pseudanabaena arcuata,Pseudanabaena,Pseudanabaenaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-730,989.1000000000001,Coccomonas platyformis,Coccomonas,Phacotaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-731,994.3333333333334,Actinotaenium spinospermum,Actinotaenium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-732,1006.0560000000002,Epipyxis planctonica,Epipyxis,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-733,297557.50134484895,Surirella minuta,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-734,2365.7933040899825,Micractinium crassisetum,Micractinium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-735,178863.85911597856,Iconella linearis,Iconella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-736,231610.42367574762,Euglena,Euglena,Euglenaceae,Euglenida,Euglenoidea,Euglenozoa,Protozoa
tax-737,1029,Cymbopleura similiformis,Cymbopleura,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-738,30901.76179373202,Diatoma tenuis,Diatoma,Tabellariaceae,Rhabdonematales,Bacillariophyceae,Bacillariophyta,Chromista
tax-739,33646.7211666869,Neglectella solitaria,Neglectella,Eremosphaeraceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-74,12.363750000000001,Planktolyngbya contorta,Planktolyngbya,Leptolyngbyaceae,Leptolyngbyales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-740,416194.63437063823,Staurodesmus dejectus,Staurodesmus,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-741,167684.33134594443,Trachelomonas abrupta,Trachelomonas,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-742,15758.62534956162,Phacotus lenticularis,Phacotus,Phacotaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-743,1059.75,Euglena korsikovii,Euglena,Euglenaceae,Euglenida,Euglenoidea,Euglenozoa,Protozoa
tax-744,1114.386,Cosmarium sexangulare,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-745,1124.8,Amphora coffeaeformis,Amphora,Catenulaceae,Thalassiophysales,Bacillariophyceae,Ochrophyta,Chromista
tax-746,1125,Sellaphora rostrata,Sellaphora,Sellaphoraceae,Naviculales,Bacillariophyceae,Bacillariophyta,Chromista
tax-747,61031.915341018735,Stephanodiscus alpinus,Stephanodiscus,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,Chromista
tax-748,1125,Stephanodiscus irregularis,Stephanodiscus,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,Chromista
tax-749,1130.3999999999999,Papenfussiomonas cordata,Papenfussiomonas,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-75,11.43855111111111,Komvophoron minutum,Komvophoron,Gomontiellaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria
tax-750,45078.196664978546,Tetraselmis cordiformis,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Plantae
tax-751,289126.43934493203,Eunotia,Eunotia,Eunotiaceae,Eunotiales,Bacillariophyceae,Ochrophyta,Chromista
tax-752,110289.94008182046,Cryptomonas,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-753,20575.938845007608,Kirchneriella obesa,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-754,202501.66669604095,Trachelomonas volvocina,Trachelomonas,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-755,1149.7633333333333,Ollicola pascheri,Ollicola,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-756,8216.173935133222,Codosiga,Codosiga,Codosigidae,Choanoflagellida,Choanoflagellatea,Choanozoa,Protozoa
tax-758,419819.25648211595,Coelastrum cambricum,Coelastrum,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-759,195350.58464301185,Coelastrum microporum,Coelastrum,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-76,55.08193119455775,Monoraphidium circinale,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-760,196163.82532069384,Coelastrum sphaericum,Coelastrum,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-761,834.7550005578399,Gymnodinium eurytopum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista
tax-762,1171.625,Cymbella neoleptoceros,Cymbella,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-763,1244.46,Cryptomonas marssonii,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-764,1200,Gomphonema grunowii,Gomphonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-765,110481.70771918035,Rhoicosphenia abbreviata,Rhoicosphenia,Rhoicospheniaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-766,79467.22815940352,Tabellaria flocculosa,Tabellaria,Tabellariaceae,Rhabdonematales,Bacillariophyceae,Bacillariophyta,Chromista
tax-767,11536.481816072026,Tetraedron minimum,Tetraëdron,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-768,1256,Tetraedron minimum,Tetraëdron,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-769,1256,Cosmarium phaseolus,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-77,7507.0650000000005,Achroonema articulatum,Achroonema,Pelonemataceae,Pelonematales,Cyanophyceae,Cyanobacteria,Bacteria
tax-770,1256,Penium,Penium,Peniaceae,Zygnematales,Zygnematophyceae,Charophyta,Plantae
tax-771,165333.0618532184,Meridion circulare,Meridion,Tabellariaceae,Rhabdonematales,Bacillariophyceae,Bacillariophyta,Chromista
tax-772,90892.396,Gomphonema truncatum,Gomphonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-773,90913.82085013049,Cosmarium meneghinii,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-774,1287.59625,Thorakochloris tetras,Thorakochloris,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-775,979.5729997171877,Actinotaenium,Actinotaenium,Desmidiaceae,Zygnematales,Zygnematophyceae,Charophyta,Plantae
tax-776,1332.8000000000002,Eunotia praerupta,Eunotia,Eunotiaceae,Eunotiales,Bacillariophyceae,Bacillariophyta,Chromista
tax-777,1370.4699999999998,Staurodesmus spencerianus,Staurodesmus,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-778,3002991.8585622697,Hantzschia amphioxys,Hantzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-779,1276.5,Cymbella compacta,Cymbella,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-78,184.72500000000002,Snowella rosea,Snowella,Coelosphaeriaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-780,1429.4375,Tryblionella levidensis,Tryblionella,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-781,900,Gomphonema constrictum,Gomphonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-782,31658.036840652672,Urosolenia eriensis,Urosolenia,Rhizosoleniaceae,Rhizosoleniales,Coscinodiscophyceae,Bacillariophyta,Chromista
tax-783,84559.69325928339,Oocystis borgei,Oocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-784,1431.84,Gymnodinium oligoplacatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista
tax-785,1131.528888888889,Mallomonas globosa,Mallomonas,Mallomonadaceae,Synurales,Chrysophyceae,Ochrophyta,Chromista
tax-786,5130.2338192137,Gyrosigma scalproides,Gyrosigma,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,Chromista
tax-787,1353.2055767682525,Cocconeis placentula,Cocconeis,Cocconeidaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,Chromista
tax-788,1539.3000000000002,Mougeotia gracillima,Mougeotia,Zygnemataceae,Zygnematales,Zygnematophyceae,Charophyta,Plantae
tax-789,1542.682,Cosmarium subbalteum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-79,268.845,Merismopedia hyalina,Merismopedia,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-790,2074.4319791666667,Navicula reinhardtii,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,Chromista
tax-791,1593.085,Staurastrum alternans,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-792,2790.4355650405764,Gomphonema augur,Gomphonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-793,23348.9066897563,Nitzschia linearis,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-794,1582.2329166666668,Closterium venus,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-795,13863.7040044258,Navicula rhynchocephala,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,Chromista
tax-796,1112.3949997171876,Mallomonas minima,Mallomonas,Mallomonadaceae,Synurales,Chrysophyceae,Ochrophyta,Chromista
tax-797,5330.693453815757,Korshikoviella michailovskoensis,Korshikoviella,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-798,1641.1733333333332,Trachelomonas volvocina,Trachelomonas,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-799,1653.21,Katodinium simile,Katodinium,Tovelliaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista
tax-8,262.0416666666667,Pannus spumosus,Pannus,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-80,101.02216010072284,Merismopedia tranquilla,Merismopedia,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-800,1664,Diploneis maulerii,Diploneis,Diploneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,Chromista
tax-801,1680,Pseudostaurastrum hastatum,Pseudostaurastrum,Goniochloridaceae,Goniochloridales,Eustigmatophyceae,Ochrophyta,Chromista
tax-802,867.2116666666666,Chlamydomonas conica,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-803,334362.4166666666,Nitzschia lanceolata,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-804,1727,Cosmarium venustum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-805,77729.675286103,Tabellaria fenestrata,Tabellaria,Tabellariaceae,Rhabdonematales,Bacillariophyceae,Bacillariophyta,Chromista
tax-806,1766.25,Chlamydomonas zebra,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-807,29675.907800901834,Golenkinia radiata,Golenkinia,Neochloridaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-808,152579.1588165003,Pandorina morum,Pandorina,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-809,1144.905,Trochiscia granulata,Trochiscia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-81,323.46999971718765,Chroococcus varius,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-810,1351.6033333333335,Trochiscia planctonica,Trochiscia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-811,18554.585,Gonatozygon monotaenium,Gonatozygon,Gonatozygaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-812,287662.7927287418,Mallomonas caudata,Mallomonas,Mallomonadaceae,Synurales,Chrysophyceae,Ochrophyta,Chromista
tax-813,151330.0886464107,Staurodesmus cuspidatus,Staurodesmus,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-814,2278.308889260782,Euglena gaumei,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-815,1883.9999999999998,Cryptomonas brevis,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-816,1545.710866614986,Chlamydomonas reinhardtii,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-817,510370.36181543116,Neidium,Neidium,Neidiaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista
tax-818,7780.004049167046,Frustulia,Frustulia,Amphipleuraceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista
tax-819,2056.933352275314,Closterium cornu,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-82,323.46999971718765,Gloeocapsopsis,Gloeocapsopsis,Chroococcidiopsidaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
