Genus;Species;Replicate.number;Group;Habitat;Trophic.group;Ref.tg;Body.length;Min.bl;Max.bl;Ref.bl;Dry.mass;Min.dm;Max.dm;Ref.dm;Cct.prop;Min.Cprop;Max.Cprop;Cct.total;Ref.C;Nct.prop;Min.Nprop;Max.Nprop;Nct.total;Ref.N;Pct.prop;Min.Pprop;Max.Pprop;Pct.total;Ref.P;N:Pct;Min.NP;Max.NP;Ref.NP;Protein.ct;Min.prot;Max.prot;Ref.prot;Lipid.ct;Min.lip;Max.lip;Ref.lip;Respiration.rt.ind;Respiration.rt.mg;Min.resp.mg;Max.resp.mg;Temp.resp.rt;Min.temp.resp.rt;Max.temp.resp.rt;Ref.resp;N-ammonia.ex.rt.ug.ind;N-ammonia.ex.rt.ug.dm;Min.Nex.rt.ug.dm;Max.Nex.rt.ug.dm;N-ammonia.ex.rt.nmol.dm;N-ammonia.ex.rt.nmol.ind;Min.Nex.rt.nmol.ind;Max.Nex.rt.nmol.ind;Temp.Nex.rt;Min.temp.Nex.rt;Max.temp.Nex.rt;Ref.N.ex;P-phosphate.ex.rt.ug.ind;P-phosphate.ex.rt.ug.dm;Min.Pex.rt.ug.dm;Max.Pex.rt.ug.dm;P-phosphate.ex.rt.nmol.dm;P-phosphate.ex.rt.nmol.ind;Min.Pex.rt.nmol.ind;Max.Pex.rt.nmol.ind;Temp.Pex.rt;Min.temp.Pex.rt;Max.temp.Pex.rt;Ref.P.ex;N:P.ex;Min.NP.ex;Max.NP.ex;Ref.NPex
Metridia;longa;5;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,058068602;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;longa;6;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,728110378;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;longa;7;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,53193367;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;longa;8;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,655580645;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;longa;9;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,083085066;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;longa;10;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,514360861;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;longa;11;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,589636216;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;longa;12;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,365;NA;NA;72;47,39726027;NA;NA;0,173;72;10,4109589;NA;NA;0,03800;72;0,6;NA;NA;0,00219;72;38,34703196;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;0,435;NA;NA;NA;0,1;NA;NA;72;0,022;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;72;0,0029;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;72;16,77374596;NA;NA;72
Metridia;longa;13;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,141376128;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;longa;14;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,3;1,6;5;NA;NA;175176;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;longa;15;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,341;NA;NA;72;47,50733138;NA;NA;0,162;72;10,55718475;NA;NA;0,03600;72;0,6;NA;NA;0,00205;72;38,8856305;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;0,401;NA;NA;NA;0,1;NA;NA;72;0,021;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;72;0,0033;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;72;14,07053897;NA;NA;72
Metridia;longa;16;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,345;NA;NA;72;47,53623188;NA;NA;0,164;72;10,43478261;NA;NA;0,03600;72;0,6;NA;NA;0,00207;72;38,43478261;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;0,385;NA;NA;NA;0,1;NA;NA;72;0,025;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;72;0,0035;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;72;15,79346211;NA;NA;72
Metridia;longa;17;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,4;NA;NA;156;NA;NA;NA;NA;NA;10,4;NA;NA;NA;72, 156;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,99234439;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;14;31;5;NA;NA;175176;NA;NA;NA;NA;NA;NA;1,3;5,5;5;NA;NA;175, 176;NA;NA;NA;NA
Metridia;longa;18;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;0,08;0,31;175, 176;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,173758259;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;longa;19;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,291965047;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;longa;20;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,962271689;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;longa;21;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,359776211;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;okhotensis;1;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,5;NA;NA;84;NA;NA;NA;NA;NA;5,8;NA;NA;NA;84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75;NA;NA;129;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;okhotensis;2;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,713;NA;NA;146;NA;NA;NA;NA;NA;6,96;NA;NA;NA;146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;1;Copepoda;Marine;Omnivore;78;NA;2,4;3,45;77;0,0304;NA;NA;69, 74;44,29934211;NA;NA;0,013467;69, 74;11,08552632;NA;NA;0,00337;69, 74;0,598684211;NA;NA;0,00018;69, 74;40,92142857;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;0,063;NA;NA;NA;6,9;NA;NA;69, 74;0,0039;NA;NA;NA;NA;NA;NA;NA;6,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;2;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,179;NA;NA;69, 74;53,63128492;NA;NA;0,096;69, 74;7,82122905;NA;NA;0,01400;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,085;NA;NA;NA;0,5;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;3;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,143;NA;NA;69, 74;53,84615385;NA;NA;0,077;69, 74;7,692307692;NA;NA;0,01100;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,068;NA;NA;NA;0,5;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;4;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,171;NA;NA;69, 74;44,3;NA;NA;0,075753;69, 74;11,0994152;NA;NA;0,01898;69, 74;NA;NA;NA;0,00103;69, 74;40,882846;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;0,28;NA;NA;NA;5;NA;NA;69, 74;0,021;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;5;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,146;NA;NA;69, 74;54,10958904;NA;NA;0,079;69, 74;7,534246575;NA;NA;0,01100;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,057;NA;NA;NA;0,5;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;6;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,161;NA;NA;69, 74;54,03726708;NA;NA;0,087;69, 74;7,453416149;NA;NA;0,01200;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,071;NA;NA;NA;0,5;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;7;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,149;NA;NA;69, 74;44,3;NA;NA;0,066007;69, 74;11,1;NA;NA;0,01654;69, 74;0,6;NA;NA;0,00089;69, 74;40,885;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;0,63;NA;NA;NA;9,4;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;8;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,16;NA;NA;69, 74;44,3;NA;NA;0,07088;69, 74;11,1;NA;NA;0,01776;69, 74;0,6;NA;NA;0,00096;69, 74;40,885;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;0,45;NA;NA;NA;9,4;NA;NA;69, 74;0,0061;NA;NA;NA;NA;NA;NA;NA;9,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;9;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,188;NA;NA;69, 74;44,3;NA;NA;0,083284;69, 74;11,1;NA;NA;0,02087;69, 74;0,6;NA;NA;0,00113;69, 74;40,885;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;0,43;NA;NA;NA;9,1;NA;NA;69, 74;0,017;NA;NA;NA;NA;NA;NA;NA;9,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;10;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,187;NA;NA;69, 74;44,3;NA;NA;0,082841;69, 74;11,1;NA;NA;0,02076;69, 74;0,6;NA;NA;0,00112;69, 74;40,885;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;0,44;NA;NA;NA;9,1;NA;NA;69, 74;0,019;NA;NA;NA;NA;NA;NA;NA;9,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;11;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0964;NA;NA;71;46;NA;NA;0,044344;71;12;NA;NA;0,01157;71;0,62966805;NA;NA;0,00061;71;42,11742998;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,262;NA;NA;NA;13;NA;NA;71;0,037;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;71;0,005;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;71;16,36202674;NA;NA;71
Metridia;pacifica;12;Copepoda;Marine;NA;NA;NA;2,6;3,1;80;0,0968;NA;NA;71;46;NA;NA;0,044528;71;12;NA;NA;0,01162;71;0,630165289;NA;NA;0,00061;71;42,08419672;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,291;NA;NA;NA;13;NA;NA;71;0,017;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;71;0,0058;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;71;6,480765486;NA;NA;71
Metridia;pacifica;13;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0982;NA;NA;71;46;NA;NA;0,045172;71;12;NA;NA;0,01178;71;0,630346232;NA;NA;0,00062;71;42,07211632;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,238;NA;NA;NA;13;NA;NA;71;0,031;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;71;0,0041;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;71;16,71795745;NA;NA;71
Metridia;pacifica;14;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0975;NA;NA;71;46;NA;NA;0,04485;71;12;NA;NA;0,01170;71;0,62974359;NA;NA;0,00061;71;42,11237785;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,325;NA;NA;NA;13;NA;NA;71;0,017;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;71;0,0055;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;71;6,834261785;NA;NA;71
Metridia;pacifica;15;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0905;NA;NA;71;46;NA;NA;0,04163;71;12;NA;NA;0,01086;71;0,629834254;NA;NA;0,00057;71;42,10631579;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,243;NA;NA;NA;13;NA;NA;71;0,013;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;71;0,0067;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;71;4,290164334;NA;NA;71
Metridia;pacifica;16;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0848;NA;NA;71;46;NA;NA;0,039008;71;12;NA;NA;0,01018;71;0,629716981;NA;NA;0,00053;71;42,1141573;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;0,283;NA;NA;NA;13;NA;NA;71;0,025;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;71;0,007;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;71;7,896731054;NA;NA;71
Metridia;pacifica;17;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,154;NA;NA;69, 74;53,8961039;NA;NA;0,083;69, 74;7,792207792;NA;NA;0,01200;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,064;NA;NA;NA;0,5;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;18;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,159;NA;NA;69, 74;54,08805031;NA;NA;0,086;69, 74;7,547169811;NA;NA;0,01200;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,082;NA;NA;NA;0,5;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;19;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,153;NA;NA;69, 74;53,59477124;NA;NA;0,082;69, 74;7,843137255;NA;NA;0,01200;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,085;NA;NA;NA;0,5;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;20;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,19;NA;NA;69, 74;53,68421053;NA;NA;0,102;69, 74;7,368421053;NA;NA;0,01400;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,067;NA;NA;NA;0,5;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;pacifica;21;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,124;NA;NA;69, 74;54,03225806;NA;NA;0,067;69, 74;7,258064516;NA;NA;0,00900;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;NA;0,5;NA;NA;69, 74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Metridia;princeps;NA;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;NA;NA;128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Microcalanus;pusillus;NA;Copepoda;Marine;Omnivore;78, 143;NA;0,6;0,7;77;0,00283;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Microcalanus;pygmaeus;NA;Copepoda;Marine;Omnivore;143;0,86;NA;NA;77, 80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Microsetella;norvegica;NA;Copepoda;Marine;Omnivore;96;0,46;NA;NA;80;0,00094;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mixodiaptomus;laciniatus;NA;Copepoda;Freshwater;NA;NA;NA;0,29;0,76;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,58;7,84;NA;35;NA;1,03;1,4;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nd ;3,58;NA;NA;NA;NA;NA;8,2;17,1;35;NA;NA;0,26;2,29;NA;NA;NA;NA;NA;8,2;17,1;35;NA;nd ;14,4313;35
Moina;macrocopa;NA;Cladocera;Freshwater;NA;NA;NA;0,9;1,8;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Moina;micrura;NA;Cladocera;Freshwater;NA;NA;NA;0,6;0,84;2;0,004222787;NA;NA;2,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Moina;sp.;NA;Cladocera;Freshwater;Herbivore;1;0,9;NA;NA;1;0,0103812;NA;NA;1,18,20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Nannocalanus;minor;1;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0381;NA;NA;69;42,50131234;NA;NA;0,016193;69;11,2992126;NA;NA;0,00431;69;0,790026247;NA;NA;0,00030;69;31,60813953;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;0,2;NA;NA;NA;26,9;NA;NA;69;0,02;NA;NA;NA;NA;NA;NA;NA;26,9;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Nannocalanus;minor;2;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0412;NA;NA;69;42,5;NA;NA;0,01751;69;11,30097087;NA;NA;0,00466;69;0,788834951;NA;NA;0,00033;69;31,6608;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;0,22;NA;NA;NA;26,9;NA;NA;69;0,023;NA;NA;NA;NA;NA;NA;NA;26,9;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Nannocalanus;minor;3;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0409;NA;NA;69;42,50122249;NA;NA;0,017383;69;11,3007335;NA;NA;0,00462;69;0,789731051;NA;NA;0,00032;69;31,62421053;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;0,21;NA;NA;NA;26,9;NA;NA;69;0,019;NA;NA;NA;NA;NA;NA;NA;26,9;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Neocalanus;cristatus;NA;Copepoda;Marine;OmniHerb;90, 140;NA;8,5;10,4;80;0,76;NA;NA;178;NA;NA;NA;NA;NA;NA;5,2;8;NA;162;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,65384615;NA;NA;194;NA;NA;NA;NA;NA;1,8;NA;NA;4;NA;NA;178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
