uid,species,Codon,Ecosytem,Habitat,Reference,Note,name
417,Anabaena flos-aquae,H,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),Anabaena lemmermannii to H2; others to H1,species.7
417,Anabaena lemmermannii,H,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),Anabaena lemmermannii to H2; others to H1,species.8
417,Anabaena perturbata,H,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),Anabaena lemmermannii to H2; others to H1,species.9
417,Anabaena spiroides,H,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),Anabaena lemmermannii to H2; others to H1,species.10
417,Anabaena viguieri,H,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),Anabaena lemmermannii to H2; others to H1,species.11
417,Anabaena sp.,H,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),Anabaena lemmermannii to H2; others to H1,species.12
417,Anabaenopsis cunningtonii,H,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),Anabaena lemmermannii to H2; others to H1,species.13
417,Anabaena elenkinii,H,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),Anabaena lemmermannii to H2; others to H1,species.14
417,Anabaena tanganyikae,H,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),Anabaena lemmermannii to H2; others to H1,species.15
417,Aphanizomenon cf. flos-aquae,H,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),Anabaena lemmermannii to H2; others to H1,species.16
417,Aphanizomenon flos-aquae,H,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),Anabaena lemmermannii to H2; others to H1,species.17
417,Aphanizomenon issatschenkoi,H,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),Anabaena lemmermannii to H2; others to H1,species.18
418,Aulosira sp.,H,Lake Baikal (Russia),Deep,Fietz et al. (2005),to H1,species.1
419,Aphanizomenon gracile,H,Lake Blanca (Uruguay),yellow-brownish shallow,Mazzeo et al. (2003),to H1,species.1
420,Anabaena spiroides,H,Juturnaíba Reservoir (Brazil),"water supply, shallow",Marinho & Huszar (2002),To H1,species.1
421,Anabaena planctonica,H,Lake Rodó (Uruguay),"shallow,  polymictic",Kruk et al. (2002),to H1,species.1
421,Anabaena spiroides,H,Lake Rodó (Uruguay),"shallow,  polymictic",Kruk et al. (2002),to H1,species.2
421,Aphanizomenon flos-aquae,H,Lake Rodó (Uruguay),"shallow,  polymictic",Kruk et al. (2002),to H1,species.3
421,Aphanizomenon gracile,H,Lake Rodó (Uruguay),"shallow,  polymictic",Kruk et al. (2002),to H1,species.4
421,Anabaenopsis sp.,H,Lake Rodó (Uruguay),"shallow,  polymictic",Kruk et al. (2002),to H1,species.5
422,Anabaena lemmermannii,H,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),to H2,species.1
423,Anabaena spiroides,H,Juturnaíba Lake (Brazil),productive lake,Huszar et al. (2000),to H1,species.1
424,Anabaenopsis elenkinii,H,Barra Lake (Brazil),productive lake,Huszar et al. (2000),to H1,species.1
425,Aphanizomenon gracile,H1 - SN,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),accepted as H1,species.1
426,Aphanizomenon flos-aquae,H1,Lake Balaton (Hungary),Shallow,Hajnal & Padisák (2008),NA,species.1
427,Anabaena spiroides,H1,Lake Manyas (Turkey),"shallow, hypertrophic",Çelik & Ongun (2008),NA,species.1
428,Anabaena planctonica,H1,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",NA,species.1
428,Aphanizomenon gracile,H1,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",NA,species.2
429,Anabaena circinalis,H1,Segredo Reservoir (Brazil),dam reservoir,Borges et al. (2008),NA,species.1
430,Anabaena circinalis,H1,Ventura Lagoon (Brazil),"shallow, eutrophic, floodplain lake",Bovo-Scoparin & Train (2008),NA,species.1
431,Anabaena,H1,Sardis Reservoir (USA),water level changes,Sthapit et al. (2008),NA,species.1
432,Aphanizomenon,H1,Müggelsee (German),"polymictic, eutrophic, shallow",Wilhelm & Adrian (2008),NA,species.1
433,Anabaena planctonica,H1,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.1
434,Anabaena flos-aquae,H1,Hungarian rivers,NA,Borics et al. (2007),NA,species.1
434,Aphanizomenon flos-aquae,H1,Hungarian rivers,NA,Borics et al. (2007),NA,species.2
435,Anabaena cf. aphanizomenoides,H1,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.1
435,Anabaena flos-aquae,H1,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.2
435,Anabaena viguieri,H1,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.3
435,Aphanizomenon issatschenkoi,H1,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.4
435,Aphanizomenon gracile,H1,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.5
436,Aphanizomenon flos-aquae,H1,Lake Fuxian (China),deep oligotrophic,Zhang et al. (2007),NA,species.1
437,Aphanizomenon gracile,H1,Lake Nero (Russia),"shallow, eutrophic",Babanazarova & Lyashenko (2007),NA,species.1
438,Aphanizomenon aphanizomenoides,H1,Paraná river (Argentina),NA,Devercelli (2006),NA,species.1
439,Aphanizomenon spp.,H1,Lake Balaton (Hungary),Shallow,Padisák & Reynolds (1998); Padisák et al. (2006),NA,species.1
439,Anabaena spp.,H1,Lake Balaton (Hungary),Shallow,Padisák & Reynolds (1998); Padisák et al. (2006),NA,species.2
440,Anabaena group,H1,Lake Samsonvale (Australia),dam reservoir,Antenucci et al. (2005),NA,species.1
441,Anabaena spp.,H1,"Foz do Areia, Segredo, Salto Santiago, Salto Osório, Salto Caxias reservoirs (Brazil)",cascading reservoir,Silva et al. (2005),NA,species.1
442,Anabaena spiroides,H1,Chodikee lake (USA),"shallow, eutrophic",Huszar et al. (2003),NA,species.1
442,Aphanizomenon gracile,H1,Chodikee lake (USA),"shallow, eutrophic",Huszar et al. (2003),NA,species.2
443,Anabaena flos-aquae,H1,Wononscopomuc lake (USA),"deep, mesotrophic, dimictic",Huszar et al. (2003),NA,species.1
444,Aphanizomenon gracile,H1,Lake Scharmützelsee (Germany),"deep, dimictic, eutrophic",Nixdorf et al. (2003),NA,species.1
445,Aphanizomenon ovalisporum,H1,Hungarian shallow lakes,NA,Padisák et al. (2003a),NA,species.1
445,Aphanizomenon issatschenkoi,H1,Hungarian shallow lakes,NA,Padisák et al. (2003a),NA,species.2
445,Anabaenopsis arnoldii,H1,Hungarian shallow lakes,NA,Padisák et al. (2003a),NA,species.3
446,Anabaena spiroides,H1,Bulgarian natural wetlands,"shallow, 18 water bodies, mesotrophic to hypertrophic",Stoyneva (2003),NA,species.1
446,Aphanizomenon gracile,H1,Bulgarian natural wetlands,"shallow, 18 water bodies, mesotrophic to hypertrophic",Stoyneva (2003),NA,species.2
446,Aphanizomenon flos-aquae,H1,Bulgarian natural wetlands,"shallow, 18 water bodies, mesotrophic to hypertrophic",Stoyneva (2003),NA,species.3
446,Anabaenopsis arnoldii,H1,Bulgarian natural wetlands,"shallow, 18 water bodies, mesotrophic to hypertrophic",Stoyneva (2003),NA,species.4
447,Anabaena sphaerica,H1,Lower Paraná river wetland (Argentina),shallow lake and three relict oxbow lakes,O'Farrell et al. (2003),NA,species.1
448,Anabaena lemmermannii,H2,Hungarian rivers,NA,Borics et al. (2007),NA,species.1
448,Gloeotrichia echinulata,H2,Hungarian rivers,NA,Borics et al. (2007),NA,species.2
449,Gloeotrichia echinulata,H2,Lake Nero (Russia),"shallow, highly eutrophic",Babanazarova & Lyashenko (2007),NA,species.1
450,Anabaena planctonica,H2,Ventura Lagoon (Brazil),"shallow, eutrophic, floodplain lake",Bovo-Scoparin & Train (2008),to H1,species.1
451,Anabaena sp.,H2,Paraibuna river (Brazil),Eutrophic,Soares et al. (2007),to H1,species.1
452,Anabaena solitaria,H2,Chodikee lake (USA),"shallow, eutrophic",Huszar et al. (2003),to H1,species.1
453,Anabaena solitaria,H2,Stissing lake (USA),"shallow, meso-eutrophic, dimictic",Huszar et al. (2003),to H1,species.1
454,Anabaena solitaria,H2,Wononscopomuc lake (USA),"deep, mesotrophic, dimictic",Huszar et al. (2003),to H1,species.1
455,Aphanizomenon,Hi,"Reservoirs North Pine, Somerset, Wivenhoe (Australia)",drinking water reservoirs,Burford & O'Donohue (2006),"for typesetting error, i should be read as 1",species.1
456,Uroglena,U,12 Belgian lakes,NA,Sarmento & Descy (2008),NA,species.1
457,Uroglena,U,Hungarian rivers,Summer epilimnia,Borics et al. (2007),NA,species.1
458,Uroglena,U,"Upper and Lower Lake Zürich, Lake Walen","monomictic, peri-alpine",Anneville et al. (2005),To X2,species.1
458,Monas,U,"Upper and Lower Lake Zürich, Lake Walen","monomictic, peri-alpine",Anneville et al. (2005),To X2,species.2
459,Merismopedia glauca,LO,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.1
459,Merismopedia tenuissima,LO,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.2
460,Peridinium spp.,LO,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2008a),NA,species.1
460,Merismopedia spp.,LO,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2008a),NA,species.2
461,Merismopedia glauca,LO,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2008b),Gymnodinium sp. to Y,species.1
461,Merismopedia tenuissima,LO,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2008b),Gymnodinium sp. to Y,species.2
461,Gymnodinium sp.,LO,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2008b),Gymnodinium sp. to Y,species.3
462,Peridinium,LO,Hungarian rivers,NA,Borics et al. (2007),NA,species.1
462,Woronichinia,LO,Hungarian rivers,NA,Borics et al. (2007),NA,species.2
462,Merismopedia,LO,Hungarian rivers,NA,Borics et al. (2007),NA,species.3
463,Peridinium,LO,Crater Lake (USA),"deep, ultra-oligotrophic",McIntire et al. (2007),NA,species.1
464,Snowella lacustris,LO,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.1
464,Woronichinia naegeliana,LO,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.2
464,Peridiniopsis elpatiewskyi,LO,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.3
464,Peridinium sp.,LO,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.4
465,Gymnodinium uberrimum,LO,24 German reservoirs,drinking-water,Niesel et al. (2007),NA,species.1
465,Peridinium willei,LO,24 German reservoirs,drinking-water,Niesel et al. (2007),NA,species.2
466,Merismopedia minima,LO,Laguna Grande (Argentina),field mesocosms with free floating plants,Pinto et al. (2007),NA,species.1
466,Merismopedia tenuissima,LO,Laguna Grande (Argentina),field mesocosms with free floating plants,Pinto et al. (2007),NA,species.2
467,Peridinium inconspicuum,LO,Mary river (Australia),floodplain lake,Townsend (2006),NA,species.1
468,Merismopedia,LO,"Reservoirs North Pine, Somerset, Wivenhoe (Australia)",drinking water reservoirs,Burford & O'Donohue (2006),NA,species.1
469,Merismopedia tenuissima,LO,Paraná river (Argentina),NA,Devercelli (2006),NA,species.1
470,Ceratium-Snowella,LO,Lake Balaton (Hungary),shallow,Padisák & Reynolds (1998); Padisák et al. (2006),NA,species.1
471,Peridinium,LO,Lake Geneva,"monomictic, peri-alpine",Anneville et al. (2005),NA,species.1
472,Peridinium,LO,Lake Samsonvale (Australia),dam reservoir,Antenucci et al. (2005),NA,species.1
473,Peridinium gatunense,LO,IAG Reservoir (Brazil),"shallow, oligotrophic",Lopes et al. (2005),NA,species.1
474,Peridiniopsis durandi,LO,Vouglans reservoir,"deep dam reservoir,  stratification period",Leitão et al. (2003),NA,species.1
475,Woronichinia sp.,LO,Chodikee lake (USA),"shallow, eutrophic",Huszar et al. (2003),NA,species.1
476,Woronichinia sp.,LO,Stissing Lake (USA),"shallow, meso-eutrophic, dimictic",Huszar et al. (2003),NA,species.1
477,Woronichinia elorantae,LO,Lower Paraná river wetland (Argentina),shallow lake and three relict oxbow lakes,O'Farrell et al. (2003),NA,species.1
477,Peridinium,LO,Lower Paraná river wetland (Argentina),shallow lake and three relict oxbow lakes,O'Farrell et al. (2003),NA,species.2
477,Merismopedia,LO,Lower Paraná river wetland (Argentina),shallow lake and three relict oxbow lakes,O'Farrell et al. (2003),NA,species.3
478,Peridinium cinctum,LO,Kuzgun Dam Reservoir (Turkey),oligo-mesotrophic,Gurbuz et al. (2003),NA,species.1
479,Merismopedia tenuissima,LO,Lake Batata (Brazil),Amazonian flood-plain,Melo & Huszar (2000); Huszar & Reynolds (1997),NA,species.1
480,Planktolyngbya limnetica,LO,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),Planktolyngbya limnetica to S1; Aphanizomenon klebahnii to H1,species.1
480,Ceratium hirundinella,LO,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),Planktolyngbya limnetica to S1; Aphanizomenon klebahnii to H1,species.2
480,Peridinium spp.,LO,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),Planktolyngbya limnetica to S1; Aphanizomenon klebahnii to H1,species.3
480,Aphanizomenon klebahnii,LO,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),Planktolyngbya limnetica to S1; Aphanizomenon klebahnii to H1,species.4
480,Snowella lacustris,LO,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),Planktolyngbya limnetica to S1; Aphanizomenon klebahnii to H1,species.5
481,Gymnodinium,LO,12 Belgian lakes,NA,Sarmento & Descy (2008),Gymnodinium sp. to Y,species.1
482,Peridinium inconspicuum,LO,Dom Helvécio Lake (Brazil),"deep, oligotrophic, atelomixis",Souza et al. (2008),Gymnodinium sp. to Y,species.1
482,Gymnodinium sp.,LO,Dom Helvécio Lake (Brazil),"deep, oligotrophic, atelomixis",Souza et al. (2008),Gymnodinium sp. to Y,species.2
483,Merismopedia minima,LO,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Gymnodinium sp. to Y,species.1
483,Merismopedia punctata,LO,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Gymnodinium sp. to Y,species.2
483,Gymnodinium,LO,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Gymnodinium sp. to Y,species.3
484,Peridinium umbonatum,LO,Lake Xeresa (Spain),"shallow lake, experimental approach",Romo & Villena (2005),NA,species.1
484,Merismopedia tenuissima,LO,Lake Xeresa (Spain),"shallow lake, experimental approach",Romo & Villena (2005),NA,species.2
485,Dinoflagelate,LO,Wononscopomuc lake (USA),"deep, mesotrophic, dimictic",Huszar et al. (2003),"""Dinoflagellate"" taxonomic resolution does not allow sorting into coda",species.1
486,Gymnodinium sp.,LO,Lake Rodó (Uruguay),"shallow, polymictic",Kruk et al. (2002),Gymnodinium sp. to Y,species.1
486,Merismopedia tenuissima,LO,Lake Rodó (Uruguay),"shallow, polymictic",Kruk et al. (2002),Gymnodinium sp. to Y,species.2
486,Merismopedia punctata,LO,Lake Rodó (Uruguay),"shallow, polymictic",Kruk et al. (2002),Gymnodinium sp. to Y,species.3
487,Ceratium hirundinella,LO -LM,Lake Mondsee (Austria),"deep, meso-oligotrophic period of the lake",Dokulil & Teubner (2003),all to Lo but Glenodinium sp. to Y,species.1
487,Peridinium willei,LO -LM,Lake Mondsee (Austria),"deep, meso-oligotrophic period of the lake",Dokulil & Teubner (2003),all to Lo but Glenodinium sp. to Y,species.2
487,Gymnodinium helveticum,LO -LM,Lake Mondsee (Austria),"deep, meso-oligotrophic period of the lake",Dokulil & Teubner (2003),all to Lo but Glenodinium sp. to Y,species.3
487,Glenodinium sp.,LO -LM,Lake Mondsee (Austria),"deep, meso-oligotrophic period of the lake",Dokulil & Teubner (2003),all to Lo but Glenodinium sp. to Y,species.4
488,Ceratium,LM,12 Belgian lakes,NA,Sarmento & Descy (2008),NA,species.1
488,Microcystis,LM,12 Belgian lakes,NA,Sarmento & Descy (2008),NA,species.2
489,Ceratium,LM,Hungarian rivers,NA,Borics et al. (2007),NA,species.1
489,Microcystis,LM,Hungarian rivers,NA,Borics et al. (2007),NA,species.2
490,Ceratium hirudinella,LM,Lake Arancio (Italy),"hypertrophic, very dynamic, water level fluctuations","Naselli-Flores & Barone (2003, 2005)",Microcystis is also present,species.1
490,Ceratium furcoides,LM,Lake Arancio (Italy),"hypertrophic, very dynamic, water level fluctuations","Naselli-Flores & Barone (2003, 2005)",Microcystis is also present,species.2
491,Peridinium cf. cinctum,LM,Lake Rodó (Uruguay),"shallow, polymictic",Kruk et al. (2002),NA,species.1
491,Gomphosphaeria sp.,LM,Lake Rodó (Uruguay),"shallow, polymictic",Kruk et al. (2002),NA,species.2
491,Microcystis flos-aquae,LM,Lake Rodó (Uruguay),"shallow, polymictic",Kruk et al. (2002),NA,species.3
491,Microcystis wesenbergii,LM,Lake Rodó (Uruguay),"shallow, polymictic",Kruk et al. (2002),NA,species.4
491,Coelomoron tropicalis,LM,Lake Rodó (Uruguay),"shallow, polymictic",Kruk et al. (2002),NA,species.5
492,Microcystis aeruginosa,LM,Capivari and Segredo Reservoirs (Brazil),dam reservoir,Borges et al. (2008),to M,species.1
493,Gymnodinium sp.,LM,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),"Peridinium spp. to Lo, Gymnodinium to Y",species.1
493,Peridinium cinctum,LM,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),"Peridinium spp. to Lo, Gymnodinium to Y",species.2
493,Peridinium willei,LM,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),"Peridinium spp. to Lo, Gymnodinium to Y",species.3
494,Peridinium cinctum,LM,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2008b),"to Lo,",species.1
494,Peridinium willei,LM,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2008b),"to Lo,",species.2
495,Ceratium,LM,Müggelsee (German),"polymictic, eutrophic, shallow",Wilhelm & Adrian (2008),"to Lo, cause Microcystis is not present",species.1
496,Ceratium hirundinella,LM,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),Microcystis is also present,species.1
497,Microcystis  flos-aquae,LM,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),to M,species.1
497,Microcystis panniformis,LM,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),to M,species.2
497,Microcystis wesenbergii,LM,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),to M,species.3
498,Cyanodictyon,LM,"Reservoirs North Pine, Somerset, Wivenhoe (Australia)",drinking water reservoirs,Burford & O'Donohue (2006),to M,species.1
498,Microcystis,LM,"Reservoirs North Pine, Somerset, Wivenhoe (Australia)",drinking water reservoirs,Burford & O'Donohue (2006),to M,species.2
499,Microcystis aeruginosa,LM,Paraná river (Argentina),NA,Devercelli (2006),to M,species.1
500,Ceratium,LM,"Lake Geneva, Lake Walen, Lake Constance","monomictic, peri-alpine",Anneville et al. (2005),to Lo,species.1
501,Microcystis,LM,Lake Samsonvale (Australia),dam reservoir,Antenucci et al. (2005),to M,species.1
502,Ceratium hirundinella,LM,Stissing lake (USA),"shallow, mesoeutrophic, dimictic",Huszar et al. (2003),to Lo,species.1
503,Ceratium hirundinella,LM,Wononscopomuc lake (USA),"deep, mesotrophic, dimictic",Huszar et al. (2003),to Lo,species.1
504,Ceratium hirundinella,LM,Chodikee lake (USA),"shallow, eutrophic",Huszar et al. (2003),to Lo,species.1
505,Ceratium,LM,Hungarian shallow lakes,NA,Padisák et al. (2003a),Microcystis is also present,species.1
506,Microcystis aeruginosa,LM,Bulgarian natural wetlands,"shallow, 18 water bodies, mesotrophic to hypertrophic",Stoyneva (2003),to M,species.1
506,Microcystis wesenbergii,LM,Bulgarian natural wetlands,"shallow, 18 water bodies, mesotrophic to hypertrophic",Stoyneva (2003),to M,species.2
507,Microcystis spp.,LM,Lake Blanca (Uruguay),yellow-brownish shallow,Mazzeo et al. (2003),to M,species.1
508,Aphanothece clathrata,LM,Lake Batata (Brazil),Amazonian flood-plain,Melo & Huszar (2000); Huszar & Reynolds (1997),to K,species.1
509,Peridinium spp.,L,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2005),to Lo,species.1
510,Peridinium volzii,L,Garças Reservoir (Brazil),productive lake,Huszar et al. (2000),to Lo,species.1
511,Ceratium hirundinella,L,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),to Lo,species.1
512,Dinoflagellate,L,Juturnaíba Lake (Brazil),productive lake,Huszar et al. (2000),"""Dinoflagellate"" taxonomic resolution does not allow sorting into coda",species.1
513,Microcystis aeruginosa,M,Lake Manyas (Turkey),"shallow, hypertrophic",Çelik & Ongun (2008),NA,species.1
514,Sphaerocavum brasiliense,M,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",NA,species.1
514,Microcystis aeruginosa,M,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",NA,species.2
514,Microcystis panniformis,M,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic","Crossetti & Bicudo (2008a, 2008b)",NA,species.3
515,Microcystis aeruginosa,M,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.1
515,Microcystis panniformis,M,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.2
515,Sphaerocavum brasiliense,M,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.3
516,Microcystis aeruginosa,M,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),NA,species.1
517,Microcystis aeruginosa,M,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),NA,species.1
518,Microcystis,M,Hungarian rivers,"Daily mixed layers of small, eutrophic, low latitude lakes",Borics et al. (2007),NA,species.1
518,Sphaerocavum,M,Hungarian rivers,"Daily mixed layers of small, eutrophic, low latitude lakes",Borics et al. (2007),NA,species.2
519,Microcystis aeruginosa,M,Lake Nero (Russia),"shallow, eutrophic",Babanazarova & Lyashenko (2007),NA,species.1
520,Microcystis aeruginosa,M,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.1
520,Microcystis flos-aquae,M,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.2
520,Microcystis ichthyoblabe,M,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.3
520,Microcystis novacekii,M,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.4
520,Microcystis wesenbergii,M,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.5
521,Microcystis aeruginosa,M,Lake Fuxian; Lake Xingyun (China),deep oligotrophic; shallow eutrophic,Zhang et al. (2007),NA,species.1
522,Microcystis,M,Lake Kivu (Africa),"deep, meromictic",Sarmento et al. (2006),NA,species.1
523,Microcystis aeruginosa,M,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2005),NA,species.1
524,Microcystis aeruginosa,M,Lake Arancio (Italy),"hypertrophic reservoir, water level fluctuations",Naselli-Flores & Barone (2005),NA,species.1
525,Microcystis aeruginosa,M,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),NA,species.1
525,Microcystis flos-aquae,M,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),NA,species.2
525,Microcystis ichthyoblabe,M,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),NA,species.3
525,Microcystis viridis,M,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),NA,species.4
525,Microcystis novacekii,M,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),NA,species.5
525,Microcystis wesenbergii,M,9 Greek lakes,"shallow and deep, oligo- to hypertrophic",Vardaka et al. (2005),NA,species.6
526,Microcystis aeruginosa,M,Ömerli Reservoir (Istanbul),drinking water,Albay & Akçaalan (2003),NA,species.1
527,Microcystis aeruginosa,M,Lake Arancio (Italy),"hypertrophic, very dynamic, water level fluctuations",Naselli-Flores & Barone (2003),NA,species.1
527,Microcystis pannniformis,M,Lake Arancio (Italy),"hypertrophic, very dynamic, water level fluctuations",Naselli-Flores & Barone (2003),NA,species.2
528,Microcystis spp.,M,Hungarian shallow lakes,NA,Padisák et al. (2003a),NA,species.1
529,Microcystis aeruginosa,M,Juturnaíba Reservoir (Brazil),"Water supply, shallow",Marinho & Huszar (2002),NA,species.1
530,Microcystis aeruginosa,M,Lake Rodó (Uruguay),"shallow, polymictic",Kruk et al. (2002),NA,species.1
531,Microcystis aeruginosa,M,Juturnaíba Lake (Brazil),productive lake,Huszar et al. (2000),NA,species.1
532,Microcystis aeruginosa,M,Garças Reservoir (Brazil),productive lake,Huszar et al. (2000),NA,species.1
532,Microcystis lamelliformis,M,Garças Reservoir (Brazil),productive lake,Huszar et al. (2000),NA,species.2
533,Radiocystis fernandoi,M,Ventura Lagoon (Brazil),"shallow, eutrophic, floodplain lake",Bovo-Scoparin & Train (2008),to Lo,species.1
534,Microcystis,LM - M,Lake Constance,"monomictic, peri-alpine",Anneville et al. (2005),to M,species.1
535,Planktothrix rubescens,R,Hungarian rivers,"Metalimnia of mesotrophic, stratified lakes",Borics et al. (2007),NA,species.1
535,Planktothrix mougeotii,R,Hungarian rivers,"Metalimnia of mesotrophic, stratified lakes",Borics et al. (2007),NA,species.2
536,Planktothrix,R,Lower Lake Zürich,"monomictic, peri-alpine",Anneville et al. (2005),if it is P. rubescens,species.1
537,Planktotrhix rubescens,R,Lago Maggiore (Italy),NA,Morabito et al. (2003),NA,species.1
537,Planktothrix mougeotii,R,Lago Maggiore (Italy),NA,Morabito et al. (2003),NA,species.2
538,Lyngbya sp.,R,Dom Helvécio Lake (Brazil),"deep, oligotrophic, atelomixis",Souza et al. (2008),Lyngbya sp. to S1 and  Spirulina sp. to S2,species.1
538,Spirulina sp.,R,Dom Helvécio Lake (Brazil),"deep, oligotrophic, atelomixis",Souza et al. (2008),Lyngbya sp. to S1 and  Spirulina sp. to S2,species.2
539,Oscillatoria,R,Lake Geneva,"monomictic, peri-alpine",Anneville et al. (2005),"if it is really Oscillatoria,  to MP",species.1
540,Pseudopedinella,R,Lake Constance,"monomictic, peri-alpine",Anneville et al. (2005),to X2,species.1
540,Chrysochromulina,R,Lake Constance,"monomictic, peri-alpine",Anneville et al. (2005),to X2,species.2
