"","source.code","original.source.code","list.name","authours","Article.Title","publication","year","volume","issue","start.page.no","end.page.no","doi","abstract","Author.Full.Names","ISSN","eISSN","ISBN","Book.DOI","UT..Unique.WOS.ID."
"110",159,159,"primary data","Boenigk, J; Stadler, P; Wiedlroither, A; Hahn, MW","Strain-specific differences in the grazing sensitivities of closely related ultramicrobacteria affiliated with the Polynucleobacter cluster","APPLIED AND ENVIRONMENTAL MICROBIOLOGY",2004,70,"10",5787,5793,"10.1128/AEM.70.10.5787-5793.2004","investigated the sensitivity of ultramicrobacteria affiliated with the cosmopolitan Polynucleobacter cluster to grazing by Spumella-like nanoflagellates.","Boenigk, J; Stadler, P; Wiedlroither, A; Hahn, MW","0099-2240","","","","WOS:000224356200010"
"111",160,160,"primary data","Mueller, CR; Eversole, AG; Turker, H; Brune, DE","Effect of silver carp Hypophthalmichthys molitrix and freshwater mussel Elliptio complanata filtration on the phytoplankton community of Partitioned Aquaculture System units","JOURNAL OF THE WORLD AQUACULTURE SOCIETY",2004,35,"3",372,382,"10.1111/j.1749-7345.2004.tb00101.x","examine the phytoplankton in PAS waters that were stocked with silver carp and mussles","Mueller, CR; Eversole, AG; Turker, H; Brune, DE","0893-8849","","","","WOS:000223960100008"
"112",162,162,"primary data","Carotenuto, Y; Lampert, W","Ingestion and incorporation of freshwater diatoms by Daphnia pulicaria:: do morphology and oxylipin production matter?","JOURNAL OF PLANKTON RESEARCH",2004,26,"5",563,569,"10.1093/plankt/fbh053","In order to explain differences in the growth and reproduction of Daphnia pulicaria fed various freshwater diatoms, we measured ingestion rates and carbon incorporation for six cultured diatom species","Carotenuto, Y; Lampert, W","0142-7873","1464-3774","","","WOS:000221296000006"
"113",163,163,"primary data","Lemke, AM; Stoeckel, JA; Pegg, MA","Utilization of the exotic cladoceran Daphnia lumholtzi by juvenile fishes in an Illinois River floodplain lake","JOURNAL OF FISH BIOLOGY",2003,62,"4",938,954,"10.1046/j.1095-8649.2003.00090.x","quantify the utilization of D.lumholtzi by juvenile fishes","Lemke, AM; Stoeckel, JA; Pegg, MA","0022-1112","1095-8649","","","WOS:000185632100016"
"114",165,165,"primary data","Mages, M; Woelfl, S; von Tümpling, W","A method for trace element determination of single Daphnia specimens using total reflection X-ray fluorescence spectrometry","SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY",2001,56,"11",2209,2217,"10.1016/S0584-8547(01)00325-1","Two new preparation techniques for total-reflection X-ray fluorescence (TXRF) element determination of single freshwater crustacean specimens (dry weight: 3–40 μg ind−1) have been developed and tested using Daphnia pulex","Mages, M; Woelfl, S; von Tümpling, W","0584-8547","","","","WOS:000172711200025"
"115",167,167,"primary data","Jahan, N; Alam, MGM; Sugiura, N; Norman, CP; Maekawa, T","Seasonal variation in frequency of dividing cells of freshwater phytoplankters","ENVIRONMENTAL TECHNOLOGY",2001,22,"4",429,438,"10.1080/09593332208618267","Measured the frequency of dividiung cells of phytoplankton seasonally","Jahan, N; Alam, MGM; Sugiura, N; Norman, CP; Maekawa, T","0959-3330","1479-487X","","","WOS:000168506200007"
"116",168,168,"primary data","Gosselain, V; Hamilton, PB; Descy, JP","Estimating phytoplankton carbon from microscopic counts: an application for riverine systems","HYDROBIOLOGIA",2000,438,"1-3",75,90,"10.1023/A:1004161928957","we focus on the way to convert biovolume to carbon biomass for algal assemblages of two rivers, using a computerized system that records dimensions of phytoplankton","Gosselain, V; Hamilton, PB; Descy, JP","0018-8158","1573-5117","","","WOS:000166048100006"
"117",172,172,"primary data","Cecchine, G; Snell, TW","Toxicant exposure increases threshold food levels in freshwater rotifer populations","ENVIRONMENTAL TOXICOLOGY",1999,14,"5",523,530,"10.1002/(SICI)1522-7278(199912)14:5<523::AID-TOX6>3.0.CO;2-2","effect of food limitiation on rotifer sinsitivity to toxicants","Cecchine, G; Snell, TW","1520-4081","","","","WOS:000083912000006"
"118",173,173,"primary data","Dudycha, JL; Tessier, AJ","Natural genetic variation of life span, reproduction, and juvenile growth in Daphnia","EVOLUTION",1999,53,"6",1744,1756,"10.2307/2640437","high extrinsic mortality in natural populations shouldselect for accelerated reproductive investment and shortened life span","Dudycha, JL; Tessier, AJ","0014-3820","1558-5646","","","WOS:000084703100010"
"119",174,174,"primary data","Pfister, G; Sonntag, B; Posch, T","Comparison of a direct live count and an improved quantitative protargol stain (QPS) in determining abundance and cell volumes of pelagic freshwater protozoa","AQUATIC MICROBIAL ECOLOGY",1999,18,"1",95,103,"10.3354/ame018095","A direct live count and a routinely applicable modification of a quantitative protargol stain (QPS) were evaluated with respect to their reliability in determining and quantifying pelagic freshwater ciliates and heterotrophic and mixotrophic flagellates. ","Pfister, G; Sonntag, B; Posch, T","0948-3055","1616-1564","","","WOS:000081787900009"
"120",178,178,"primary data","Kawabata, K; Urabe, J","Length-weight relationships of eight freshwater planktonic crustacean species in Japan","FRESHWATER BIOLOGY",1998,39,"2",199,205,"10.1046/j.1365-2427.1998.00267.x","The relationships between body length and dry weight were examined for eight species of freshwater planktonic crustacea common in Japan","Kawabata, K; Urabe, J","0046-5070","1365-2427","","","WOS:000072885600001"
"121",179,179,"primary data","Ryan, SM; Dodson, SI","Seasonal analysis of Daphnia pulicaria swimming behavior","HYDROBIOLOGIA",1998,384,"",111,118,"10.1023/A:1003295210747"," individual swimming behavior of Daphnia pulicaria over a yearly cycle in a temperate lake","Ryan, SM; Dodson, SI","0018-8158","","","","WOS:000078947900011"
"122",180,180,"primary data","Telesh, IV; Rahkola, M; Viljanen, M","Carbon content of some freshwater rotifers","HYDROBIOLOGIA",1998,387,"",355,360,"10.1023/A:1017092021816","Carbon content of rotifers from 14 species was determined with the high temperature combustion method of Salonen","Telesh, IV; Rahkola, M; Viljanen, M","0018-8158","","","","WOS:000080234300049"
"123",182,182,"primary data","Weisse, T; Kirchhoff, B","Feeding of the heterotrophic freshwater dinoflagellate Peridiniopsis berolinense on cryptophytes: Analysis by flow cytometry and electronic particle counting","AQUATIC MICROBIAL ECOLOGY",1997,12,"2",153,164,"10.3354/ame012153","e measured feeding rates and food select~vlty of the heterotrophic freshwater dinoflagellate Peridiniopsis berolinense by analytic flow cytometry (AFC), electronic particle counting and
sizing (EPCS), and conventional microscopy. ","Weisse, T; Kirchhoff, B","0948-3055","1616-1564","","","WOS:A1997WV12000006"
"124",185,185,"primary data","Macek, M; Simek, K; Pernthaler, J; Vyhnalek, V; Psenner, R","Growth rates of dominant planktonic ciliates in two freshwater bodies of different trophic degree","JOURNAL OF PLANKTON RESEARCH",1996,18,"4",463,481,"10.1093/plankt/18.4.463","The in situ growth rates of dominant ciliate species were studied during and shortly after phytoplankton peaks in two water bodies","Macek, M; Simek, K; Pernthaler, J; Vyhnalek, V; Psenner, R","0142-7873","1464-3774","","","WOS:A1996UF93600001"
"125",189,189,"primary data","HART, RC; JARVIS, AC","INSITU DETERMINATIONS OF BACTERIAL SELECTIVITY AND FILTRATION-RATES BY 5 CLADOCERAN ZOOPLANKTERS IN A HYPERTROPHIC SUBTROPICAL RESERVOIR","JOURNAL OF PLANKTON RESEARCH",1993,15,"3",295,315,"10.1093/plankt/15.3.295","Cladoceran in situ feeding rates on natural bacteria labelled with [methyl-3H] were studied","HART, RC; JARVIS, AC","0142-7873","","","","WOS:A1993KP15500003"
"126",191,191,"primary data","MULLER, H; GELLER, W","MAXIMUM GROWTH-RATES OF AQUATIC CILIATED PROTOZOA - THE DEPENDENCE ON BODY SIZE AND TEMPERATURE RECONSIDERED","ARCHIV FUR HYDROBIOLOGIE",1993,126,"3",315,327,"NA6","Measuring maximum growth rates of freshwater cilliates","MULLER, H; GELLER, W","0003-9136","","","","WOS:A1993KN29800004"
"127",192,192,"primary data","VAQUE, D; PACE, ML","GRAZING ON BACTERIA BY FLAGELLATES AND CLADOCERANS IN LAKES OF CONTRASTING FOOD-WEB STRUCTURE","JOURNAL OF PLANKTON RESEARCH",1992,14,"2",307,321,"10.1093/plankt/14.2.307","tested the hypothesis that grazing on bacteria would vary between lakes with differing plankton community structures","VAQUE, D; PACE, ML","0142-7873","1464-3774","","","WOS:A1992HD36600009"
"128",193,193,"primary data","SHERR, EB; SHERR, BF; BERMAN, T; HADAS, O","HIGH ABUNDANCE OF PICOPLANKTON-INGESTING CILIATES DURING LATE FALL IN LAKE KINNERET, ISRAEL","JOURNAL OF PLANKTON RESEARCH",1991,13,"4",789,799,"10.1093/plankt/13.4.789","composition of lake kinneret","SHERR, EB; SHERR, BF; BERMAN, T; HADAS, O","0142-7873","1464-3774","","","WOS:A1991FV24100008"
"129",194,194,"primary data","MACISAAC, HJ; GILBERT, JJ","DISCRIMINATION BETWEEN EXPLOITATIVE AND INTERFERENCE COMPETITION BETWEEN CLADOCERA AND KERATELLA-COCHLEARIS","ECOLOGY",1991,72,"3",924,937,"10.2307/1940594","assessed the relative extent by which small- and large-bodied cladocerans suppressed the rotifer Keratella cochlearis by t","MACISAAC, HJ; GILBERT, JJ","0012-9658","1939-9170","","","WOS:A1991FM08400016"
"130",195,195,"primary data","CHOWFRASER, P; MALY, EJ","FACTORS GOVERNING CLUTCH SIZE IN 2 SPECIES OF DIAPTOMUS (COPEPODA, CALANOIDA)","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",1991,48,"3",364,370,"10.1139/f91-048","conducted a synoptic survey of 1 1 wonstratifying lakes in eastern Quebec to investigate the relative importance of water temperature, food concentration ([Chi a]), female prosome length, copepod density (population and community densities), and mate availability (sex ratio and density of males) in determining the clutch size of two freshwater copepods, Biaptsmus minutus and B. sregsasensis","CHOWFRASER, P; MALY, EJ","0706-652X","","","","WOS:A1991EZ78800003"
"131",196,196,"primary data","GIANI, A","IMPLICATIONS OF PHYTOPLANKTON CHEMICAL-COMPOSITION FOR ZOOPLANKTON PRODUCTION - EXPERIMENTAL-EVIDENCE","OECOLOGIA",1991,87,"3",409,416,"10.1007/BF00634599","Growth and reproduction of two Daphnia species (Cladocera) from Lake Constance were measured experimentally in a through-flow laboratory system under different food conditions, in order to investigate the effect of food quality on zooplankton populations","GIANI, A","0029-8549","","","","WOS:A1991GA27000016"
"132",198,198,"primary data","ROCHA, O; DUNCAN, A","THE RELATIONSHIP BETWEEN CELL CARBON AND CELL-VOLUME IN FRESH-WATER ALGAL SPECIES USED IN ZOOPLANKTONIC STUDIES","JOURNAL OF PLANKTON RESEARCH",1985,7,"2",279,294,"10.1093/plankt/7.2.279","New records of cell carbon and cell volume are given for five species of freshwater algae cultured optimally for use in physiological studies on Daphnia spp.","ROCHA, O; DUNCAN, A","0142-7873","1464-3774","","","WOS:A1985AFD3900010"
"133",199,199,"primary data","SMITH, REH; KALFF, J","COMPETITION FOR PHOSPHORUS AMONG CO-OCCURRING FRESH-WATER PHYTOPLANKTON","LIMNOLOGY AND OCEANOGRAPHY",1983,28,"3",448,464,"10.4319/lo.1983.28.3.0448","Competition at different levels of phosphorus availability was observed in continuous cultures of freshwater phytoplankton communities","SMITH, REH; KALFF, J","0024-3590","1939-5590","","","WOS:A1983QT11200004"
"134",202,202,"secondary data - with data","Weisse, T","Physiological mortality of planktonic ciliates: Estimates, causes, and consequences","LIMNOLOGY AND OCEANOGRAPHY",2024,69,"3",524,532,"10.1002/lno.12503","","Weisse, Thomas","0024-3590","1939-5590","","","WOS:001138444300001"
"135",203,203,"secondary data - with data","Denys, L; De Smet, WH","Diversity, Composition and Environmental Relations of Periphytic Rotifer Assemblages in Lentic Freshwater Bodies (Flanders, Lower Belgium)","DIVERSITY-BASEL",2023,15,"12",NA,NA,"10.3390/d15121214","","Denys, Luc; De Smet, Willem H.","","1424-2818","","","WOS:001135967300001"
"136",204,204,"secondary data - with data","Monjot, A; Bronner, G; Courtine, D; Cruaud, C; Da Silva, C; Aury, JM; Gavory, F; Moné, A; Vellet, A; Wawrzyniak, I; Colombet, J; Billard, H; Debroas, D; Lepère, C","Functional diversity of microbial eukaryotes in a meromictic lake: Coupling between metatranscriptomic and a trait-based approach","ENVIRONMENTAL MICROBIOLOGY",2023,25,"12",3406,3422,"10.1111/1462-2920.16531","","Monjot, Arthur; Bronner, Gisele; Courtine, Damien; Cruaud, Corinne; Da Silva, Corinne; Aury, Jean-Marc; Gavory, Frederick; Mone, Anne; Vellet, Agnes; Wawrzyniak, Ivan; Colombet, Jonathan; Billard, Hermine; Debroas, Didier; Lepere, Cecile","1462-2912","1462-2920","","","WOS:001097007400001"
"137",205,205,"secondary data - with data","Bautista-Regil, J; Sánchez, AJ; Salcedo, MA; Arredondo-Vega, BO; Ruiz-Carrera, V","Lipid Prospection Based on the Cellular Size of Phytoplankton Communities from Tropical Freshwater Ecosystems: A Systematic Literature Review","WATER",2023,15,"21",NA,NA,"10.3390/w15213774","","Bautista-Regil, Jesus; Sanchez, Alberto J.; Salcedo, Miguel Angel; Arredondo-Vega, Bertha Olivia; Ruiz-Carrera, Violeta","","2073-4441","","","WOS:001100321400001"
"138",206,206,"secondary data - with data (lmp)","Santangeli, A; Weigel, B; Anto, LH; Kaarlejärvi, E; Hällfors, M; Lehikoinen, A; Lindén, A; Salemaa, M; Tonteri, T; Merilä, P; Vuorio, K; Ovaskainen, O; Vanhatalo, J; Roslin, T; Saastamoinen, M","Mixed effects of a national protected area network on terrestrial and freshwater biodiversity","NATURE COMMUNICATIONS",2023,14,"1",NA,NA,"10.1038/s41467-023-41073-4","","Santangeli, Andrea; Weigel, Benjamin; Anto, Laura H.; Kaarlejaervi, Elina; Haellfors, Maria; Lehikoinen, Aleksi; Linden, Andreas; Salemaa, Maija; Tonteri, Tiina; Merilae, Paeivi; Vuorio, Kristiina; Ovaskainen, Otso; Vanhatalo, Jarno; Roslin, Tomas; Saastamoinen, Marjo","","2041-1723","","","WOS:001087583700003"
"139",207,207,"secondary data - with data","Tóth, F; Zsuga, K; Kerepeczki, E; Kovács, B; Magura, T; Körmöczi, L; Lövei, GL","Discordant spatiotemporal dynamics of functional and phylogenetic diversity of rotiferan communities exposed to aquaculture effluent","ECOLOGY AND EVOLUTION",2023,13,"9",NA,NA,"10.1002/ece3.10503","","Toth, Florian; Zsuga, Katalin; Kerepeczki, Eva; Kovacs, Balazs; Magura, Tibor; Kormoczi, Laszlo; Lovei, Gabor L.","2045-7758","","","","WOS:001062403200001"
"140",208,208,"secondary data - with data","Zhu, YM; Qi, QS; Lu, XX; Fan, YW; Liu, Y; Tan, X","Local environmental variables outperform spatial and land use pattern in the maintenance and assembly of phytoplankton communities in the wetland cluster","JOURNAL OF CLEANER PRODUCTION",2023,419,"",NA,NA,"10.1016/j.jclepro.2023.138275","","Zhu, Yimin; Qi, Qingsong; Lu, Xinxin; Fan, Yawen; Liu, Yan; Tan, Xiang","0959-6526","1879-1786","","","WOS:001052143700001"
"141",211,211,"secondary data - with data (lmp)","Weigel, B; Kotamäki, N; Malve, O; Vuorio, K; Ovaskainen, O","Macrosystem community change in lake phytoplankton and its implications for diversity and function","GLOBAL ECOLOGY AND BIOGEOGRAPHY",2023,32,"2",295,309,"10.1111/geb.13626","","Weigel, Benjamin; Kotamaki, Niina; Malve, Olli; Vuorio, Kristiina; Ovaskainen, Otso","1466-822X","1466-8238","","","WOS:000901793600001"
"142",212,212,"secondary data - just sources","Bonilla, S; Aguilera, A; Aubriot, L; Huszar, V; Almanza, V; Haakonsson, S; Izaguirre, I; O'Farrell, I; Salazar, A; Becker, V; Cremella, B; Ferragut, C; Hernandez, E; Palacio, H; Rodrigues, LC; da Silva, LHS; Santana, LM; Santos, J; Somma, A; Ortega, L; Antoniades, D","Nutrients and not temperature are the key drivers for cyanobacterial biomass in the Americas","HARMFUL ALGAE",2023,121,"",NA,NA,"10.1016/j.hal.2022.102367","","Bonilla, Sylvia; Aguilera, Anabella; Aubriot, Luis; Huszar, Vera; Almanza, Viviana; Haakonsson, Signe; Izaguirre, Irina; O'Farrell, Ines; Salazar, Anthony; Becker, Vanessa; Cremella, Bruno; Ferragut, Carla; Hernandez, Esnedy; Palacio, Hilda; Rodrigues, Luzia Cleide; Sampaio da Silva, Lucia Helena; Santana, Lucineide Maria; Santos, Juliana; Somma, Andrea; Ortega, Laura; Antoniades, Dermot","1568-9883","1878-1470","","","WOS:000903524800003"
"143",214,214,"secondary data - with data","Pompeu, CR; Peñas, FJ; Goldenberg-Vilar, A; Alvarez-Cabria, M; Barquín, J","Assessing the effects of irrigation and hydropower dams on river communities using taxonomic and multiple trait-based approaches","ECOLOGICAL INDICATORS",2022,145,"",NA,NA,"10.1016/j.ecolind.2022.109662","","Rocha Pompeu, Cassia; Penas, Francisco J.; Goldenberg-Vilar, Alejandra; Alvarez-Cabria, Mario; Barquin, Jose","1470-160X","1872-7034","","","WOS:000934000800002"
"144",216,216,"secondary data - with data","Ben Othman, H; Pick, FR; Hlaili, AS; Leboulanger, C","Effects of polycyclic aromatic hydrocarbons on marine and freshwater microalgae - A review","JOURNAL OF HAZARDOUS MATERIALS",2023,441,"",NA,NA,"10.1016/j.jhazmat.2022.129869","","Ben Othman, Hiba; Pick, Frances R.; Hlaili, Asma Sakka; Leboulanger, Christophe","0304-3894","1873-3336","","","WOS:000863056300003"
"145",217,217,"secondary data - with data","Gu, YB; Liu, ZH; Li, JS; Meng, DL; Yuan, HJ; Zhang, M; Zhang, HT; Yin, HQ; Cong, J; Xiao, NW","Body size as key trait determining aquatic metacommunity assemblies in benthonic and planktonic habitats of Dongting Lake, China","ECOLOGICAL INDICATORS",2022,143,"",NA,NA,"10.1016/j.ecolind.2022.109355","","Gu, Yabing; Liu, Zhenghua; Li, Junsheng; Meng, Delong; Yuan, Haijun; Zhang, Min; Zhang, Hetian; Yin, Huaqun; Cong, Jing; Xiao, Nengwen","1470-160X","1872-7034","","","WOS:000862836700002"
"146",218,218,"secondary data - with data","Paquette, C; Griffiths, K; Gregory-Eaves, I; Beisner, BE","Zooplankton assemblage structure and diversity since pre-industrial times in relation to land use","GLOBAL ECOLOGY AND BIOGEOGRAPHY",2022,31,"11",2337,2352,"10.1111/geb.13575","","Paquette, Cindy; Griffiths, Katherine; Gregory-Eaves, Irene; Beisner, Beatrix E.","1466-822X","1466-8238","","","WOS:000837751100001"
"147",219,219,"primary data and secondary data - with data","Lu, XT; Weisse, T","Top-down control of planktonic ciliates by microcrustacean predators is stronger in lakes than in the ocean","SCIENTIFIC REPORTS",2022,12,"1",NA,NA,"10.1038/s41598-022-14301-y","","Lu, Xiaoteng; Weisse, Thomas","2045-2322","","","","WOS:000814836700080"
"148",220,220,"secondary data - just sources (lmp)","Kovalenko, KE; Reavie, ED","Taxonomic bias in freshwater phytoplankton communities and its effect on environmental assessment metrics","PHYCOLOGIA",2022,61,"4",436,443,"10.1080/00318884.2022.2073077","","Kovalenko, Katya E.; Reavie, Euan D.","0031-8884","2330-2968","","","WOS:000807596100001"
"149",221,221,"secondary data - with data","Krzton, W; Kosiba, J; Wilk-Wozniak, E","Features that matter: studying how phytoplankton drives zooplankton community functional traits","HYDROBIOLOGIA",2022,849,"12",2647,2662,"10.1007/s10750-022-04863-3","","Krzton, Wojciech; Kosiba, Joanna; Wilk-Wozniak, Elzbieta","0018-8158","1573-5117","","","WOS:000799515200001"
"150",223,223,"secondary data - just sources","Wijewardene, L; Wu, NA; Hormann, G; Messyasz, B; Riis, T; Hölzel, C; Ulrich, U; Fohrer, N","Effects of the herbicides metazachlor and flufenacet on phytoplankton communities - A microcosm assay","ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY",2021,228,"",NA,NA,"10.1016/j.ecoenv.2021.113036","","Wijewardene, Lishani; Wu, Naicheng; Hormann, Georg; Messyasz, Beata; Riis, Tenna; Hoelzel, Christina; Ulrich, Uta; Fohrer, Nicola","0147-6513","1090-2414","","","WOS:000740121400005"
"151",224,224,"secondary data - just sources (lmp)","Moody, EK; Butts, TJ; Fleck, R; Jeyasingh, PD; Wilkinson, GM","Eutrophication-driven eco-evolutionary dynamics indicated by differences in stoichiometric traits among populations of Daphnia pulicaria","FRESHWATER BIOLOGY",2022,67,"2",353,364,"10.1111/fwb.13845","","Moody, Eric K.; Butts, Tyler J.; Fleck, Rachel; Jeyasingh, Punidan D.; Wilkinson, Grace M.","0046-5070","1365-2427","","","WOS:000719862300001"
"152",225,225,"secondary data - just sources","Stockenreiter, M; Navarro, JI; Buchberger, F; Stibor, H","Community shifts from eukaryote to cyanobacteria dominated phytoplankton: The role of mixing depth and light quality","FRESHWATER BIOLOGY",2021,66,"11",2145,2157,"10.1111/fwb.13822","","Stockenreiter, Maria; Navarro, Jana Isanta; Buchberger, Felicitas; Stibor, Herwig","0046-5070","1365-2427","","","WOS:000695725100001"
"153",228,228,"secondary data - with data","Vagnon, C; Cattanéo, F; Goulon, C; Grimardias, D; Guillard, J; Frossard, V","An allometric niche model for species interactions in temperate freshwater ecosystems","ECOSPHERE",2021,12,"3",NA,NA,"10.1002/ecs2.3420","","Vagnon, Chloe; Cattaneo, Franck; Goulon, Chloe; Grimardias, David; Guillard, Jean; Frossard, Victor","2150-8925","","","","WOS:000636318200013"
"154",229,229,"primary data","Borics, G; Lerf, V; T-Krasznai, E; Stankovic, I; Pickó, L; Béres, V; Várbíró, G","Biovolume and surface area calculations for microalgae, using realistic 3D models","SCIENCE OF THE TOTAL ENVIRONMENT",2021,773,"",NA,NA,"10.1016/j.scitotenv.2021.145538","","Borics, Gabor; Lerf, Verona; T-Krasznai, Eniko; Stankovic, Igor; Picko, Levente; Beres, Viktoria; Varbiro, Gabor","0048-9697","1879-1026","","","WOS:000635207100074"
"155",230,230,"primary data","Loewen, CJG; Vinebrooke, RD; Zurawell, RW","Quantifying seasonal succession of phytoplankton trait-environment associations in human-altered landscapes","LIMNOLOGY AND OCEANOGRAPHY",2021,66,"4",1409,1423,"10.1002/lno.11694","","Loewen, Charlie J. G.; Vinebrooke, Rolf D.; Zurawell, Ron W.","0024-3590","1939-5590","","","WOS:000606839900001"
"156",231,231,"primary data","Gutierrez, MF; Simoes, NR; Frau, D; Saigo, M; Licursi, M","Responses of stream zooplankton diversity metrics to eutrophication and temporal environmental variability in agricultural catchments","ENVIRONMENTAL MONITORING AND ASSESSMENT",2020,192,"12",NA,NA,"10.1007/s10661-020-08766-5","","Florencia Gutierrez, Maria; Simoes, Nadson R.; Frau, Diego; Saigo, Miguel; Licursi, Magdalena","0167-6369","1573-2959","","","WOS:000595751100003"
"157",232,232,"secondary data - just sources (lmp)","Su, HJ; Wang, R; Feng, YH; Li, YL; Li, Y; Chen, J; Xu, C; Wang, SP; Fang, JY; Xie, P","Long-term empirical evidence, early warning signals and multiple drivers of regime shifts in a lake ecosystem","JOURNAL OF ECOLOGY",2021,109,"9",3182,3194,"10.1111/1365-2745.13544","","Su, Haojie; Wang, Rong; Feng, Yuhao; Li, Yanling; Li, Yun; Chen, Jun; Xu, Chi; Wang, Shaopeng; Fang, Jingyun; Xie, Ping","0022-0477","1365-2745","","","WOS:000593644800001"
"158",233,233,"secondary data - with data","Braghin, LDM; Dias, JD; Simoes, NR; Bonecker, CC","Food availability, depth, and turbidity drive zooplankton functional diversity over time in a Neotropical floodplain","AQUATIC SCIENCES",2020,83,"1",NA,NA,"10.1007/s00027-020-00763-7","","Magalhaes Braghin, Louizi de Souza; Dias, Juliana Deo; Simoes, Nadson Ressye; Bonecker, Claudia Costa","1015-1621","1420-9055","","","WOS:000590055500002"
"159",238,238,"primary data","Alcantara, I; Piccini, CB; Segura, AM; Deus, S; González, C; de la Escalera, GM; Kruk, C","Improved biovolume estimation of Microcystis aeruginosa colonies: A statistical approach","JOURNAL OF MICROBIOLOGICAL METHODS",2018,151,"",20,27,"10.1016/j.mimet.2018.05.021","","Alcantara, I; Piccini, C. B.; Segura, A. M.; Deus, S.; Gonzalez, C.; de la Escalera, Martinez G.; Kruk, C.","0167-7012","1872-8359","","","WOS:000440119500004"
"160",240,240,"secondary data - with data","Bestová, H; Munoz, F; Svoboda, P; Skaloud, P; Violle, C","Ecological and biogeographical drivers of freshwater green algae biodiversity: from local communities to large-scale species pools of desmids","OECOLOGIA",2018,186,"4",1017,1030,"10.1007/s00442-018-4074-x","","Bestova, Helena; Munoz, Francois; Svoboda, Pavel; Skaloud, Pavel; Violle, Cyrille","0029-8549","1432-1939","","","WOS:000427875700012"
"161",244,244,"secondary data - with data","Kruk, C; Devercelli, M; Huszar, VLM; Hernández, E; Beamud, G; Diaz, M; Silva, LHS; Segura, AM","Classification of Reynolds phytoplankton functional groups using individual traits and machine learning techniques","FRESHWATER BIOLOGY",2017,62,"10",1681,1692,"10.1111/fwb.12968","","Kruk, Carla; Devercelli, Melina; Huszar, Vera L. M.; Hernandez, Esnedy; Beamud, Guadalupe; Diaz, Monica; Silva, Lucia H. S.; Segura, Angel M.","0046-5070","1365-2427","","","WOS:000410094000002"
"162",246,246,"secondary data - with data","Lokko, K; Virro, T; Kotta, J","Seasonal variability in the structure and functional diversity of psammic rotifer communities: role of environmental parameters","HYDROBIOLOGIA",2017,796,"1",287,307,"10.1007/s10750-016-2923-3","","Lokko, Kulli; Virro, Taavi; Kotta, Jonne","0018-8158","1573-5117","","","WOS:000403357600024"
"163",251,251,"secondary data - with data","Horne, CR; Hirst, AG; Atkinson, D; Neves, A; Kiorboe, T","A global synthesis of seasonal temperature-size responses in copepods","GLOBAL ECOLOGY AND BIOGEOGRAPHY",2016,25,"8",988,999,"10.1111/geb.12460","","Horne, Curtis R.; Hirst, Andrew G.; Atkinson, David; Neves, Aitana; Kiorboe, Thomas","1466-822X","1466-8238","","","WOS:000383517000006"
"164",253,253,"secondary data - with data","Kalinoski, RM; DeLong, JP","Beyond body mass: how prey traits improve predictions of functional response parameters","OECOLOGIA",2016,180,"2",543,550,"10.1007/s00442-015-3487-z","","Kalinoski, Ryan M.; DeLong, John P.","0029-8549","1432-1939","","","WOS:000368829300022"
"165",255,255,"secondary data - with data","Riessen, HP","Water temperature alters predation risk and the adaptive landscape of induced defenses in plankton communities","LIMNOLOGY AND OCEANOGRAPHY",2015,60,"6",2037,2047,"10.1002/lno.10150","","Riessen, Howard P.","0024-3590","1939-5590","","","WOS:000363888400013"
"166",256,256,"secondary data - just sources (lmp)","Doubek, JP; Carey, CC; Cardinale, BJ","Anthropogenic land use is associated with N-fixing cyanobacterial dominance in lakes across the continental United States","AQUATIC SCIENCES",2015,77,"4",681,694,"10.1007/s00027-015-0411-x","","Doubek, Jonathan P.; Carey, Cayelan C.; Cardinale, Bradley J.","1015-1621","1420-9055","","","WOS:000361396800012"
"167",258,258,"secondary data - just sources","Schramski, JR; Dell, AI; Grady, JM; Sibly, RM; Brown, JH","Metabolic theory predicts whole-ecosystem properties","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA",2015,112,"8",2617,2622,"10.1073/pnas.1423502112","","Schramski, John R.; Dell, Anthony I.; Grady, John M.; Sibly, Richard M.; Brown, James H.","0027-8424","","","","WOS:000349911700076"
