resolved.taxa.name,tax.uid,form,variety,species,genus,family,order,class,phylum,kingdom,rank,source,check
Tribonema microchloron cylindricum,tax-181,NA,Tribonema microchloron cylindricum,NA,Tribonema,Tribonemataceae,Tribonematales,Xanthophyceae,Ochrophyta,NA,variety,AlgaeBase,check
Anabaena oscillarioides elliptica,tax-184,NA,NA,NA,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,NA,form,AlgaeBase,check
Anabaena oscillarioides,tax-185,NA,NA,Anabaena oscillarioides,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Johanseninema constrictum,tax-187,NA,NA,Johanseninema constrictum,Johanseninema,Microcoleaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Microcystis aeruginosa,tax-188,NA,NA,Microcystis aeruginosa,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Microcystis wesenbergii,tax-189,NA,NA,Microcystis wesenbergii,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Salpingoeca globulosa,tax-191,NA,NA,Salpingoeca globulosa,Salpingoeca,Salpingoecidae,Craspedida,Choanoflagellatea,Choanozoa,NA,species,AlgaeBase,check
Coenochloris pyrenoidosa,tax-194,NA,NA,Coenochloris pyrenoidosa,Coenochloris,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Siderocelis minor,tax-195,NA,NA,Siderocelis minor,Siderocelis,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Sphaerocystis schroeteri,tax-196,NA,NA,Sphaerocystis schroeteri,Sphaerocystis,Sphaerocystidaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Sphaerocystis planctonica,tax-197,NA,NA,Sphaerocystis planctonica,Sphaerocystis,Sphaerocystidaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Lemmermannia punctata,tax-198,NA,NA,Lemmermannia punctata,Lemmermannia,,,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Brachysira neoexilis,tax-200,NA,NA,Brachysira neoexilis,Brachysira,Brachysiraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Dictyochlorella reniformis,tax-202,NA,NA,Dictyochlorella reniformis,Dictyochlorella,Sphaerocystidaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Quadricoccus ellipticus,tax-204,NA,NA,Quadricoccus ellipticus,Quadricoccus,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Ankistrodesmus arcuatus,tax-206,NA,NA,Ankistrodesmus arcuatus,Ankistrodesmus,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Quadrigula closterioides,tax-207,NA,NA,Quadrigula closterioides,Quadrigula,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Nitzschia subgraciloides,tax-208,NA,NA,Nitzschia subgraciloides,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Synechococcus elongatus,tax-209,NA,NA,Synechococcus elongatus,Synechococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Lagerheimia balatonica,tax-210,NA,NA,Lagerheimia balatonica,Lagerheimia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Oocystis lacustris,tax-211,NA,NA,Oocystis lacustris,Oocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Lemmermannia komarekii,tax-212,NA,NA,Lemmermannia komarekii,Lemmermannia,,,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Monoraphidium dybowskii,tax-213,NA,NA,Monoraphidium dybowskii,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Anabaena minderi,tax-214,NA,NA,Anabaena minderi,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Chrysosporum bergii,tax-215,NA,NA,Chrysosporum bergii,Chrysosporum,Aphanizomenonaceae,Nostocales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Ochromonas nannos,tax-216,NA,NA,Ochromonas nannos,Ochromonas,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Willea apiculata,tax-217,NA,NA,Willea apiculata,Willea,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Spondylosium pygmaeum,tax-218,NA,NA,Spondylosium pygmaeum,Spondylosium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Eolimna minima,tax-219,NA,NA,Eolimna minima,Eolimna,Sellaphoraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula minima,tax-220,NA,NA,Navicula minima,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Willea crucifera,tax-221,NA,NA,Willea crucifera,Willea,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Lemmermannia tetrapedia,tax-222,NA,NA,Lemmermannia tetrapedia,Lemmermannia,,,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Geissleria acceptata,tax-223,NA,NA,Geissleria acceptata,Geissleria,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Kephyrion rubri-claustri,tax-224,NA,NA,Kephyrion rubri-claustri,Kephyrion,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Crucigenia mucronata,tax-225,NA,NA,Crucigenia mucronata,Crucigenia,,,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Stichococcus mirabilis,tax-226,NA,NA,Stichococcus mirabilis,Stichococcus,Stichococcaceae,Prasiolales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Hindakochloris nygaardii,tax-227,NA,NA,Hindakochloris nygaardii,Hindakochloris,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Staurosirella pinnata,tax-228,NA,NA,Staurosirella pinnata,Staurosirella,Staurosiraceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Staurosirella mutabilis,tax-229,NA,NA,Staurosirella mutabilis,Staurosirella,Staurosiraceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Ankistrodesmus fusiformis,tax-231,NA,NA,Ankistrodesmus fusiformis,Ankistrodesmus,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Kirchneriella incurvata,tax-232,NA,NA,Kirchneriella incurvata,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Scenedesmus bicaudatus brevicaudatus,tax-233,NA,Scenedesmus bicaudatus brevicaudatus,NA,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,variety,AlgaeBase,check
Desmodesmus lefevrei,tax-234,NA,NA,Desmodesmus lefevrei,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Diploneis minuta,tax-235,NA,NA,Diploneis minuta,Diploneis,Diploneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planktothrix agardhii,tax-237,NA,NA,Planktothrix agardhii,Planktothrix,Microcoleaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Planktothrix rubescens,tax-238,NA,NA,Planktothrix rubescens,Planktothrix,Microcoleaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Skeletonema potamos,tax-239,NA,NA,Skeletonema potamos,Skeletonema,Skeletonemataceae,Thalassiosirales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Nitzschia inconspicua,tax-241,NA,NA,Nitzschia inconspicua,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Monoraphidium minutum,tax-242,NA,NA,Monoraphidium minutum,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Plagioselmis nannoplanctica,tax-243,NA,NA,Plagioselmis nannoplanctica,Plagioselmis,Geminigeraceae,Pyrenomonadales,Cryptophyceae,Cryptophyta,NA,species,AlgaeBase,check
Verrucodesmus verrucosus,tax-244,NA,NA,Verrucodesmus verrucosus,Verrucodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Crucigeniella lunaris,tax-245,NA,NA,Crucigeniella lunaris,Crucigeniella,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Kirchneriella dianae,tax-246,NA,NA,Kirchneriella dianae,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Coenocystis,tax-250,NA,NA,NA,Coenocystis,NA,NA,Crinoidea,Echinodermata,Animalia,genus,gbif,check
Fragilaria planctonica,tax-252,NA,NA,Fragilaria planctonica,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stelexomonas dichotoma,tax-253,NA,NA,Stelexomonas dichotoma,Stelexomonas,Salpingoecidae,Craspedida,Choanoflagellatea,Choanozoa,NA,species,AlgaeBase,check
Crucigenia quadrata,tax-254,NA,NA,Crucigenia quadrata,Crucigenia,,,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Gregiochloris lacustris,tax-255,NA,NA,Gregiochloris lacustris,Gregiochloris,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Botryococcus braunii,tax-256,NA,NA,Botryococcus braunii,Botryococcus,Botryococcaceae,Trebouxiales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Scenedesmus ecornis polymorphus,tax-257,NA,Scenedesmus ecornis polymorphus,NA,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,variety,AlgaeBase,check
Tetradesmus obliquus,tax-258,NA,NA,Tetradesmus obliquus,Tetradesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Synechocystis aquatilis,tax-259,NA,NA,Synechocystis aquatilis,Synechocystis,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Pseudokephyrion pseudospirale,tax-263,NA,NA,Pseudokephyrion pseudospirale,Pseudokephyrion,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Cyclotella atomus,tax-264,NA,NA,Cyclotella atomus,Cyclotella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cyclotella atomus gracilis,tax-265,NA,Cyclotella atomus gracilis,NA,Cyclotella,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,variety,AlgaeBase,check
Hyaloraphidium contortum,tax-268,NA,NA,Hyaloraphidium contortum,Hyaloraphidium,Fungi Family,Fungi Order,Fungi Class,Fungi Phylum,NA,species,AlgaeBase,check
Tetraedron minimum tetralobulatum,tax-269,NA,Tetraedron minimum tetralobulatum,NA,Tetraëdron,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,variety,AlgaeBase,check
Desmodesmus aculeolatus,tax-271,NA,NA,Desmodesmus aculeolatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Monoraphidium pusillum,tax-272,NA,NA,Monoraphidium pusillum,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Tetrastrum heteracanthum,tax-273,NA,NA,Tetrastrum heteracanthum,Tetrastrum,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Encyonema reichardtii,tax-274,NA,NA,Encyonema reichardtii,Encyonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Pseudokephyrion conicum,tax-275,NA,NA,Pseudokephyrion conicum,Pseudokephyrion,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Dinobryon faculiferum,tax-276,NA,NA,Dinobryon faculiferum,Dinobryon,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Kephyrion skujae,tax-277,NA,NA,Kephyrion skujae,Kephyrion,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Uroglenopsis americana,tax-278,NA,NA,Uroglenopsis americana,Uroglenopsis,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Franceia amphitricha,tax-281,NA,NA,Franceia amphitricha,Franceia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Desmodesmus bicaudatus,tax-282,NA,NA,Desmodesmus bicaudatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Delicatophycus delicatulus,tax-284,NA,NA,Delicatophycus delicatulus,Delicatophycus,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Actinastrum gracillimum,tax-285,NA,NA,Actinastrum gracillimum,Actinastrum,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Kephyrion littorale,tax-286,NA,NA,Kephyrion littorale,Kephyrion,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Comasiella arcuata,tax-290,NA,NA,Comasiella arcuata,Comasiella,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Chroomonas coerulea,tax-291,NA,NA,Chroomonas coerulea,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,NA,species,AlgaeBase,check
Encyonema minutum,tax-292,NA,NA,Encyonema minutum,Encyonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Xanthonema constrictum,tax-293,NA,NA,Xanthonema constrictum,Xanthonema,Tribonemataceae,Tribonematales,Xanthophyceae,Ochrophyta,NA,species,AlgaeBase,check
Chloroidium ellipsoideum,tax-294,NA,NA,Chloroidium ellipsoideum,Chloroidium,,,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Monoraphidium fontinale,tax-295,NA,NA,Monoraphidium fontinale,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Stichogloea olivacea sphaerica,tax-296,NA,Stichogloea olivacea sphaerica,NA,Stichogloea,Phaeothamniaceae,Phaeothamniales,Phaeothamniophyceae,Ochrophyta,NA,variety,AlgaeBase,check
Stichogloea olivacea,tax-297,NA,NA,Stichogloea olivacea,Stichogloea,Phaeothamniaceae,Phaeothamniales,Phaeothamniophyceae,Ochrophyta,NA,species,AlgaeBase,check
Chlamydomonas globosa,tax-299,NA,NA,Chlamydomonas globosa,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Chlorella elongata,tax-300,NA,NA,Chlorella elongata,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Heleochloris pallida,tax-303,NA,NA,Heleochloris pallida,Heleochloris,Sphaerocystidaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Radiococcus planktonicus,tax-304,NA,NA,Radiococcus planktonicus,Radiococcus,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Oscillatoria major,tax-305,NA,NA,Oscillatoria major,Oscillatoria,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Scenedesmus parisiensis,tax-306,NA,NA,Scenedesmus parisiensis,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Scenedesmus fusiformis,tax-308,NA,NA,Scenedesmus fusiformis,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Dolichospermum planctonicum,tax-309,NA,NA,Dolichospermum planctonicum,Dolichospermum,Aphanizomenonaceae,Nostocales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Salpingoeca frequentissima,tax-310,NA,NA,Salpingoeca frequentissima,Salpingoeca,Salpingoecidae,Craspedida,Choanoflagellatea,Choanozoa,NA,species,AlgaeBase,check
Ankyra judayi,tax-311,NA,NA,Ankyra judayi,Ankyra,Sphaeropleaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Scenedesmus apiculatus,tax-312,NA,NA,Scenedesmus apiculatus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Scenedesmus denticulatus fenestratus,tax-313,NA,Scenedesmus denticulatus fenestratus,NA,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,variety,AlgaeBase,check
Achnanthidium minutissimum,tax-314,NA,NA,Achnanthidium minutissimum,Achnanthidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cosmarium pygmaeum heimerlii,tax-315,NA,Cosmarium pygmaeum heimerlii,NA,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,variety,AlgaeBase,check
Scenedesmus lefevrei manguinii,tax-316,NA,Scenedesmus lefevrei manguinii,NA,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,variety,AlgaeBase,check
Bicoeca paropsis,tax-317,NA,NA,Bicosoeca paropsis,Bicosoeca,Bicosoecaceae,NA,NA,Bigyra,Chromista,species,gbif,check
Pseudostaurosira parasitica,tax-318,NA,NA,Pseudostaurosira parasitica,Pseudostaurosira,Staurosiraceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Chroococcus distans,tax-319,NA,NA,Chroococcus distans,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Granulocystis helenae,tax-320,NA,NA,Granulocystis helenae,Granulocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Granulocystopsis coronata,tax-321,NA,NA,Granulocystopsis coronata,Granulocystopsis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Monactinus simplex,tax-323,NA,NA,Monactinus simplex,Monactinus,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Eunotia exigua,tax-324,NA,NA,Eunotia exigua,Eunotia,Eunotiaceae,Eunotiales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Speroidium fungiforme,tax-325,NA,NA,Speroidium fungiforme,Speroidium,Pfiesteriaceae,Thoracosphaerales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Dictyosphaerium ehrenbergianum,tax-326,NA,NA,Dictyosphaerium ehrenbergianum,Dictyosphaerium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Monoraphidium irregulare,tax-327,NA,NA,Monoraphidium irregulare,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Coelomoron pusillum,tax-328,NA,NA,Coelomoron pusillum,Coelomoron,Coelosphaeriaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Ochromonas tenera,tax-329,NA,NA,Ochromonas tenera,Ochromonas,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Hindakia tetrachotoma,tax-331,NA,NA,Hindakia tetrachotoma,Hindakia,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Geminella subtilissima,tax-332,NA,NA,Geminella subtilissima,Geminella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Geminella interrupta,tax-333,NA,NA,Geminella interrupta,Geminella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Lagerheimia genevensis,tax-334,NA,NA,Lagerheimia genevensis,Lagerheimia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Lagerheimia quadriseta,tax-335,NA,NA,Lagerheimia quadriseta,Lagerheimia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Merismopedia elegans,tax-336,NA,NA,Merismopedia elegans,Merismopedia,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Achnanthidium catenatum,tax-338,NA,NA,Achnanthidium catenatum,Achnanthidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Epipyxis gracilis,tax-339,NA,NA,Epipyxis gracilis,Epipyxis,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Golenkiniopsis longispina,tax-340,NA,NA,Golenkiniopsis longispina,Golenkiniopsis,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Amphora pediculus,tax-341,NA,NA,Amphora pediculus,Amphora,Catenulaceae,Thalassiophysales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Nitzschia fonticola,tax-342,NA,NA,Nitzschia fonticola,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Dinobryon sertularia,tax-343,NA,NA,Dinobryon sertularia,Dinobryon,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Kirchneriella irregularis,tax-345,NA,NA,Kirchneriella irregularis,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Desmodesmus granulatus,tax-346,NA,NA,Desmodesmus granulatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Pseudostaurosira robusta,tax-347,NA,NA,Pseudostaurosira robusta,Pseudostaurosira,Staurosiraceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fragilaria tenera nanana,tax-348,NA,Fragilaria tenera nanana,NA,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,variety,AlgaeBase,check
Kephyrion cordatum,tax-349,NA,NA,Kephyrion cordatum,Kephyrion,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Neocystis ovalis,tax-350,NA,NA,Neocystis ovalis,Neocystis,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Tychonema bourrellyi,tax-351,NA,NA,Tychonema bourrellyi,Tychonema,Microcoleaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Chroococcus prescottii,tax-353,NA,NA,Chroococcus prescottii,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Desmodesmus serratus,tax-354,NA,NA,Desmodesmus serratus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Scenedesmus semipulcher,tax-355,NA,NA,Scenedesmus semipulcher,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Fragilaria tenera,tax-356,NA,NA,Fragilaria tenera,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Scenedesmus obtusus disciformis,tax-357,NA,NA,NA,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,form,AlgaeBase,check
Dinobryon bavaricum,tax-358,NA,NA,Dinobryon bavaricum,Dinobryon,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Tryblionella angustatula,tax-359,NA,NA,Tryblionella angustatula,Tryblionella,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Klebsormidium subtile,tax-360,NA,NA,Klebsormidium subtile,Klebsormidium,Klebsormidiaceae,Klebsormidiales,Klebsormidiophyceae,Charophyta,NA,species,AlgaeBase,check
Desmodesmus insignis,tax-361,NA,NA,Desmodesmus insignis,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Achnanthes coarctata,tax-362,NA,NA,Achnanthes coarctata,Achnanthes,Achnanthaceae,Mastogloiales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Tribonema minus,tax-363,NA,NA,Tribonema minus,Tribonema,Tribonemataceae,Tribonematales,Xanthophyceae,Ochrophyta,NA,species,AlgaeBase,check
Scenedesmus ellipticus,tax-364,NA,NA,Scenedesmus ellipticus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Bicoeca stellata,tax-365,NA,NA,Bicoeca stellata,Bicoeca,Bicosoecaceae,NA,NA,Bigyra,Chromista,species,gbif,check
Lagerheimia marssonii,tax-366,NA,NA,Lagerheimia marssonii,Lagerheimia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Geminella amphigranulata,tax-367,NA,NA,Geminella amphigranulata,Geminella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Nitzschia archibaldii,tax-368,NA,NA,Nitzschia archibaldii,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
